iter	RMSE
140	0.6254948752
141	0.6248227271
142	0.6233494032
143	0.622783476
144	0.621931878
145	0.6206803062
146	0.6196586868
147	0.6190288993
148	0.6182239457
149	0.6174164982
150	0.6161314192
151	0.6145625447
152	0.6143788487
153	0.6136500088
154	0.6126041978
155	0.6118454417
156	0.610679233
157	0.6098565396
158	0.6089844411
159	0.6080610927
160	0.6065739635
161	0.6048868582
162	0.6042141555
163	0.6030491688
164	0.6009890067
165	0.5993239365
166	0.5984038093
167	0.5972921642
168	0.5963777632
169	0.5954153318
170	0.5945044507
171	0.5938189672
172	0.5928045767
173	0.592308488
174	0.5916080032
175	0.5907781129
176	0.5895602637
177	0.589067969
178	0.5883349677
179	0.5878610786
180	0.5865389193
181	0.5859283908
182	0.584538857
183	0.584239587
184	0.583368031
185	0.582878985
186	0.5822876799
187	0.5809612184
188	0.5798981945
189	0.5789666795
190	0.5780938773
191	0.5773603799
192	0.575928691
193	0.574712576
194	0.5743957579
195	0.5738389944
196	0.5726942464
197	0.5711909662
198	0.5696644555
199	0.5687259392
200	0.5673490757
201	0.5669577001
202	0.5664959277
203	0.5651649526
204	0.5646780407
205	0.5633976262
206	0.5618569301
207	0.5613431773
208	0.5612482052
209	0.560599026
210	0.5604934953
211	0.5600791833
212	0.5589239784
213	0.5588202196
214	0.5579824583
215	0.5574491889
216	0.5572036508
217	0.5568467488
218	0.5560875395
219	0.5555191686
220	0.5551018505
221	0.5541940296
222	0.5526729945
223	0.5510490202
224	0.5506846381
225	0.5505859643
226	0.5498118998
227	0.5487009396
228	0.5476422048
229	0.5463229284
230	0.5447683254
231	0.5444845005
232	0.5435414064
233	0.5422804638
234	0.5406872816
235	0.5400254614
236	0.5397360744
237	0.5386980882
238	0.5378829806
239	0.5370275283
240	0.5369563144
241	0.5368309575
242	0.5363054412
243	0.5353078333
244	0.533680787
245	0.5327787505
246	0.5315403426
247	0.5302959145
248	0.5297983376
249	0.5289345855
250	0.5280269317
251	0.5271514044
252	0.5264103384
253	0.5247329289
254	0.5244308938
255	0.5239907903
256	0.5232561464
257	0.5231055847
258	0.5219350625
259	0.5208349258
260	0.5203791544
261	0.5193851453
262	0.5187359711
263	0.5175886337
264	0.5172464822
265	0.516182213
266	0.514878091
267	0.5146307898
268	0.5142090096
269	0.5126412931
270	0.5118124025
271	0.5113147742
272	0.5105372271
273	0.510085649
274	0.5090584059
275	0.5088705908
276	0.5081515487
277	0.5077786132
278	0.5070882938
279	0.5062528955
280	0.5059366129
281	0.5051317475
282	0.5039334428
283	0.5031437547
284	0.5017336481
285	0.5009410187
286	0.5000846566
287	0.4998429188
288	0.4986970862
289	0.4979988861
290	0.4966580278
291	0.4964358113
292	0.4956812306
293	0.4949960659
294	0.4944827933
295	0.493764603
296	0.4926444591
297	0.4925420287
298	0.4922431843
299	0.491147653
300	0.4903937117
301	0.4891742668
302	0.4890514364
303	0.4879765158
304	0.4877333683
305	0.4871579787
306	0.4864869329
307	0.4857221497
308	0.485366022
309	0.4842657512
310	0.4834295313
311	0.4825911302
312	0.4822333543
313	0.4812491265
314	0.4803516005
315	0.480097736
316	0.4794057229
317	0.4793542656
318	0.4783112269
319	0.4775970312
320	0.477051345
321	0.4766523277
322	0.475630648
323	0.4748517491
324	0.4737929217
325	0.4732190023
326	0.4727395857
327	0.4720424433
328	0.4713915754
329	0.4711088019
330	0.4706959659
331	0.4704835739
332	0.4697268223
333	0.4688975433
334	0.4686398123
335	0.4685854933
336	0.4680427861
337	0.4679883855
338	0.4670552459
339	0.4666085427
340	0.4658482368
341	0.4652518855
342	0.4647282634
343	0.4639688959
344	0.4631054648
345	0.4629858061
346	0.46182845
347	0.4609531703
348	0.4597399492
349	0.4591834273
350	0.4581992246
351	0.4578370198
352	0.4573112961
353	0.4567616634
354	0.4566848338
355	0.4565782718
356	0.4558516673
357	0.4551857231
358	0.4545480012
359	0.4539638355
360	0.4532180343
361	0.4526610332
362	0.4520138843
363	0.4512331041
364	0.4509011019
365	0.4501519394
366	0.4493865112
367	0.4487034481
368	0.4481960353
369	0.4473393681
370	0.4467104652
371	0.445853464
372	0.445433482
373	0.4446194864
374	0.4445441135
375	0.4441485903
376	0.4436128553
377	0.4434972803
378	0.4427907707
379	0.4424797057
380	0.4421695297
381	0.4419048876
382	0.441039134
383	0.440978746
384	0.4400404422
385	0.4398514258
386	0.4396897148
387	0.4388011776
388	0.4382790037
389	0.4374969848
390	0.4370368177
391	0.4365589691
392	0.435987373
393	0.4358121755
394	0.4352916466
395	0.4343992868
396	0.433892127
397	0.4334430094
398	0.433280362
399	0.4325821454
400	0.4324418927
401	0.4320106752
402	0.431362613
403	0.4305464022
404	0.4298472507
405	0.4289291867
406	0.4282435094
407	0.4278364496
408	0.4271888391
409	0.4263891843
410	0.4257149514
411	0.4251293099
412	0.4250096934
413	0.4245951179
414	0.4243228483
415	0.4239245516
416	0.423641854
417	0.4231117433
418	0.4226634273
419	0.4221075927
420	0.4214056646
421	0.4208189836
422	0.4199507037
423	0.4195155293
424	0.4189844937
425	0.4183896182
426	0.4181934027
427	0.4177476719
428	0.4172251912
429	0.4167187136
430	0.4163680721
431	0.4159684891
432	0.4155488456
433	0.4150327939
434	0.4148951738
435	0.4145452948
436	0.4139361805
437	0.4132966118
438	0.412528213
439	0.41175636
440	0.4113508926
441	0.4111404214
442	0.4109749847
443	0.4106674744
444	0.4104829961
445	0.4100379837
446	0.4099005467
447	0.4091354576
448	0.4089962625
449	0.4087216317
450	0.4083005558
451	0.4077401771
452	0.4073728727
453	0.4071806803
454	0.4066987159
455	0.4061174518
456	0.4059419819
457	0.4054022498
458	0.4047036462
459	0.4042933956
460	0.4036470564
461	0.403105334
462	0.4026945372
463	0.4021917196
464	0.4020654599
465	0.4012812936
466	0.4007834047
467	0.4006982827
468	0.400239409
469	0.3999843524
470	0.3994016787
471	0.3989532661
472	0.3986401576
473	0.3979255611
474	0.397399995
475	0.3971992038
476	0.3970914631
477	0.3963474174
478	0.3957262835
479	0.3953840907
480	0.3952241327
481	0.3948303689
482	0.3944196995
483	0.3939967202
484	0.3938401973
485	0.3936385175
486	0.392997865
487	0.392575474
488	0.3920516812
489	0.3918432577
490	0.3914911201
491	0.3912235946
492	0.3911176288
493	0.3905997134
494	0.3904547631
495	0.3901631905
496	0.389749612
497	0.389276843
498	0.3886745874
499	0.3882784322
500	0.3882120147
501	0.3877369998
502	0.387305192
503	0.3869606068
504	0.3867889435
505	0.3863432955
506	0.3858483157
507	0.3857236257
508	0.3854850382
509	0.385031288
510	0.3845732956
511	0.3841039898
512	0.3835661915
513	0.3832703808
514	0.3827600348
515	0.3826570425
516	0.3823378477
517	0.3817279975
518	0.3814219708
519	0.3811051884
520	0.3806636462
521	0.3802223156
522	0.3797884313
523	0.3797366458
524	0.3795123708
525	0.3792421251
526	0.3789949227
527	0.378456185
528	0.3779438278
529	0.3776281372
530	0.3773595851
531	0.377041045
532	0.3767718094
533	0.3765167863
534	0.3760171017
535	0.3757253038
536	0.3752129176
537	0.374893789
538	0.3748158669
539	0.3742128568
540	0.373817889
541	0.3736920056
542	0.3734559072
543	0.3730275368
544	0.3726023057
545	0.3721489399
546	0.3717994233
547	0.371406665
548	0.3710312112
549	0.3706841116
550	0.37034414
551	0.370218655
552	0.3698068431
553	0.3696855137
554	0.3691257023
555	0.3690010955
556	0.3685140949
557	0.3680162674
558	0.3676078365
559	0.3672151311
560	0.366837007
561	0.3667368816
562	0.3665535346
563	0.3661228541
564	0.3657848877
565	0.3654150661
566	0.3651152562
567	0.3647626153
568	0.3646087772
569	0.3643694476
570	0.364299471
571	0.3639907534
572	0.3636947362
573	0.3633606075
574	0.3629042648
575	0.3625052369
576	0.3621810833
577	0.3619015935
578	0.3616775479
579	0.361429016
580	0.361170473
581	0.3607534461
582	0.3605566663
583	0.3600364122
584	0.3598044981
585	0.3592958389
586	0.3591766097
587	0.3589056323
588	0.3588026962
589	0.3584778691
590	0.358180983
591	0.3577043467
592	0.357218753
593	0.3570653874
594	0.356687811
595	0.3563669231
596	0.3560362899
597	0.3557838509
598	0.3557469948
599	0.3556650109
600	0.3554227362
601	0.3551755028
602	0.3547754649
603	0.3545392378
604	0.3542710332
605	0.3540210411
606	0.3538537245
607	0.353498534
608	0.3533011558
609	0.3528337485
610	0.3527511365
611	0.3523324644
612	0.3522267356
613	0.3518857033
614	0.3516695836
615	0.3512606078
616	0.3512187618
617	0.350850608
618	0.3505858338
619	0.3502532199
620	0.3500344248
621	0.3499489152
622	0.3498098023
623	0.3494836938
624	0.3493254958
625	0.3490067035
626	0.3487937615
627	0.3484294946
628	0.3481945327
629	0.3479790588
630	0.3477526043
631	0.3476728251
632	0.34756735
633	0.347287789
634	0.3468752226
635	0.3466179354
636	0.3464316611
637	0.3462494766
638	0.3459674289
639	0.3456458019
640	0.345406257
641	0.3453096882
642	0.3451906396
643	0.3448150951
644	0.3446281245
645	0.3444154914
646	0.344250142
647	0.3439395925
648	0.3438301995
649	0.3434810564
650	0.3431428545
651	0.3428506562
652	0.3427361931
653	0.3423095083
654	0.3420257718
655	0.3417976046
656	0.3417562352
657	0.3415407627
658	0.3413633759
659	0.3412172997
660	0.3409617725
661	0.3407238308
662	0.340594049
663	0.340527855
664	0.340337401
665	0.340034471
666	0.3397218507
667	0.3396621913
668	0.3393142045
669	0.3389288124
670	0.3386969553
671	0.338676917
672	0.338380629
673	0.3383085336
674	0.3382173799
675	0.3379892664
676	0.3377207284
677	0.3376789546
678	0.3375532701
679	0.3370962472
680	0.336833738
681	0.336715751
682	0.3365126942
683	0.3362743848
684	0.3360981691
685	0.3358450829
686	0.335481411
687	0.335106384
688	0.3349768115
689	0.3347631628
690	0.3346607358
691	0.3345526501
692	0.3342210985
693	0.3338973823
694	0.3338777769
695	0.3337365096
696	0.3335637575
697	0.3335045233
698	0.3334616436
699	0.3332111598
700	0.3330997046
701	0.3328030038
702	0.3327106377
703	0.3324496617
704	0.332350676
705	0.3320999264
706	0.3320228661
707	0.3319925405
708	0.3319478489
709	0.3317317989
710	0.3314016186
711	0.3312655553
712	0.3310528387
713	0.3307236524
714	0.3304482043
715	0.3301374983
716	0.3299756688
717	0.3296621582
718	0.3294592544
719	0.3293274917
720	0.3290700112
721	0.3290402159
722	0.3288908864
723	0.3286425123
724	0.3284723846
725	0.3284469423
726	0.3284085887
727	0.3280187341
728	0.3277859894
729	0.3274470127
730	0.3274220306
731	0.3273442098
732	0.3272894623
733	0.3272463093
734	0.3269840594
735	0.3267680841
736	0.3265415313
737	0.3263376397
738	0.3260864722
739	0.3258598668
740	0.325728013
741	0.3256353374
742	0.3253946638
743	0.3252268764
744	0.3250219463
745	0.3249567628
746	0.3247314247
747	0.324610719
748	0.3245843346
749	0.3244347145
750	0.3242058818
751	0.3239777029
752	0.3237382656
753	0.3235972641
754	0.3232898227
755	0.3232406996
756	0.3230405474
757	0.3228364743
758	0.3226953258
759	0.3225385109
760	0.3223315124
761	0.3222854241
762	0.3220540592
763	0.3219795655
764	0.3217781348
765	0.3215328899
766	0.3214174966
767	0.3211873755
768	0.3210394904
769	0.3208311195
770	0.3206191339
771	0.3204212423
772	0.3202591725
773	0.3202292276
774	0.3199801326
775	0.3199275734
776	0.3198075373
777	0.3196173871
778	0.3194434794
779	0.3192524218
780	0.3192089523
781	0.3190253359
782	0.3187806971
783	0.3185716638
784	0.3184968815
785	0.3183289468
786	0.3183173318
787	0.3182146711
788	0.3180689611
789	0.3178774637
790	0.317684465
791	0.3175668261
792	0.3173407766
793	0.3171745456
794	0.3169638743
795	0.316724508
796	0.3167156533
797	0.3165560331
798	0.3163522471
799	0.3161953399
800	0.3161540338
801	0.3161392947
802	0.3159521233
803	0.3159160609
804	0.3156021136
805	0.3155482317
806	0.3153627267
807	0.3152177803
808	0.3151899154
809	0.3150870763
810	0.3150526805
811	0.3149259615
812	0.3148847161
813	0.3148679459
814	0.3146820629
815	0.3145965542
816	0.3144678825
817	0.3142677268
818	0.3142317287
819	0.314038434
820	0.313899967
821	0.3137472475
822	0.3135401838
823	0.3133258206
824	0.3132297327
825	0.3129684815
826	0.3128765491
827	0.3128265186
828	0.3127393106
829	0.3127230873
830	0.3125489671
831	0.3124096611
832	0.3123928366
833	0.3122843845
834	0.31203129
835	0.3118364463
836	0.3117829742
837	0.3115973741
838	0.3114284575
839	0.3112332429
840	0.3112015455
841	0.3111835953
842	0.3110685208
843	0.3110112563
844	0.3107710714
845	0.3105784731
846	0.3105690551
847	0.3105610102
848	0.3104689974
849	0.3103366311
850	0.3101913738
851	0.3101411922
852	0.3099806345
853	0.309918732
854	0.3097614853
855	0.3097002981
856	0.3096824988
857	0.3095162619
858	0.3093274988
859	0.3092715188
860	0.3090140783
861	0.3090049049
862	0.3088384607
863	0.3086904765
864	0.3085468378
865	0.3083223251
866	0.3082706422
867	0.3082528786
868	0.3080542356
869	0.3078928543
870	0.3077438769
871	0.3076275327
872	0.3075312503
873	0.3074091073
874	0.3073172584
875	0.3071840101
876	0.3071423613
877	0.3069740599
878	0.3069630709
879	0.3068307856
880	0.3066765219
881	0.3066460528
882	0.3066349941
883	0.3065361576
884	0.3064942921
885	0.3064147266
886	0.3062062805
887	0.306186303
888	0.3061074643
889	0.3060366852
890	0.305946091
891	0.3058906266
892	0.3057178583
893	0.3055997703
894	0.3055617798
895	0.3055426542
896	0.3054476118
897	0.305259962
898	0.3051241483
899	0.3049824646
900	0.3048742297
901	0.3047128867
902	0.3046125852
903	0.3044774549
904	0.3044512002
905	0.3043051389
906	0.3040823756
907	0.3039842165
908	0.3038197832
909	0.3037920361
910	0.3036891227
911	0.3036156618
912	0.3035953532
913	0.3034187669
914	0.3032843274
915	0.3032468597
916	0.3031295217
917	0.3030462556
918	0.3029127819
919	0.3027287313
920	0.3026932674
921	0.3026519481
922	0.3025271088
923	0.302377052
924	0.3022891857
925	0.3022820161
926	0.302150976
927	0.3020483431
928	0.3018879773
929	0.3017662178
930	0.3016869696
931	0.3015497696
932	0.3014652955
933	0.3014421516
934	0.301289292
935	0.301158897
936	0.3009896031
937	0.3009659114
938	0.30075925
939	0.3005732284
940	0.3004807723
941	0.300309656
942	0.3001263494
943	0.3001008806
944	0.2999761865
945	0.2998348538
946	0.2998052747
947	0.2997776336
948	0.2996323178
949	0.2995672214
950	0.2995092203
951	0.2993889687
952	0.2993391172
953	0.2993314309
954	0.2992336184
955	0.2990987986
956	0.2990822731
957	0.2990168476
958	0.298881889
959	0.2986919286
960	0.2985237786
961	0.2983907315
962	0.2982523753
963	0.2981046416
964	0.2980784463
965	0.2979454776
966	0.2977783302
967	0.2976720759
968	0.2975146897
969	0.2973800788
970	0.2972766656
971	0.2970790742
972	0.2969921903
973	0.2968584101
974	0.2966887755
975	0.2964953425
976	0.2964709332
977	0.2963019492
978	0.2961603337
979	0.2960436904
980	0.2959736545
981	0.2959671101
982	0.2958349719
983	0.2957717523
984	0.2956332125
985	0.2956294454
986	0.2954631857
987	0.2954364424
988	0.2954192596
989	0.2952795519
990	0.2951529666
991	0.2950737241
992	0.2949439043
993	0.2948411722
994	0.2947651935
995	0.2946293993
996	0.2946084208
997	0.2945771569
998	0.2944619537
999	0.2943349758
