iter	Passed	Remaining
460	2999	3507
461	3006	3500
462	3013	3494
463	3019	3488
464	3025	3481
465	3032	3474
466	3039	3468
467	3045	3461
468	3051	3455
469	3058	3448
470	3064	3442
471	3071	3435
472	3077	3429
473	3084	3422
474	3090	3416
475	3097	3409
476	3103	3402
477	3110	3396
478	3116	3389
479	3122	3383
480	3129	3376
481	3135	3369
482	3142	3363
483	3148	3357
484	3155	3350
485	3161	3343
486	3168	3337
487	3174	3330
488	3181	3324
489	3187	3317
490	3193	3310
491	3200	3304
492	3206	3297
493	3212	3290
494	3219	3284
495	3225	3277
496	3232	3271
497	3238	3264
498	3244	3257
499	3251	3251
500	3258	3245
501	3264	3238
502	3270	3231
503	3277	3225
504	3283	3218
505	3289	3211
506	3296	3205
507	3302	3198
508	3309	3192
509	3315	3185
510	3321	3178
511	3328	3172
512	3334	3165
513	3341	3159
514	3347	3152
515	3353	3145
516	3360	3139
517	3367	3133
518	3373	3126
519	3379	3119
520	3386	3113
521	3392	3106
522	3399	3100
523	3405	3093
524	3411	3086
525	3418	3080
526	3424	3073
527	3431	3067
528	3437	3060
529	3444	3054
530	3450	3047
531	3456	3041
532	3463	3034
533	3469	3027
534	3475	3021
535	3482	3014
536	3488	3007
537	3495	3001
538	3501	2994
539	3507	2988
540	3514	2981
541	3520	2974
542	3527	2968
543	3533	2961
544	3539	2955
545	3546	2948
546	3553	2942
547	3559	2936
548	3566	2929
549	3572	2922
550	3578	2916
551	3585	2909
552	3591	2903
553	3598	2896
554	3604	2890
555	3610	2883
556	3617	2876
557	3623	2870
558	3630	2863
559	3636	2857
560	3642	2850
561	3649	2844
562	3655	2837
563	3662	2831
564	3669	2825
565	3676	2819
566	3683	2813
567	3690	2806
568	3696	2800
569	3703	2793
570	3710	2787
571	3717	2781
572	3725	2776
573	3732	2770
574	3739	2763
575	3745	2757
576	3753	2751
577	3760	2745
578	3767	2739
579	3775	2733
580	3781	2727
581	3787	2720
582	3794	2714
583	3801	2707
584	3807	2701
585	3814	2695
586	3821	2688
587	3827	2681
588	3833	2675
589	3840	2668
590	3847	2662
591	3853	2655
592	3860	2649
593	3866	2642
594	3873	2636
595	3880	2630
596	3887	2624
597	3893	2617
598	3900	2610
599	3906	2604
600	3912	2597
601	3919	2591
602	3926	2584
603	3932	2578
604	3939	2571
605	3945	2565
606	3952	2558
607	3958	2552
608	3965	2545
609	3971	2539
610	3978	2532
611	3984	2526
612	3991	2519
613	3997	2513
614	4003	2506
615	4010	2500
616	4016	2493
617	4023	2486
618	4029	2480
619	4036	2473
620	4042	2467
621	4048	2460
622	4055	2453
623	4061	2447
624	4068	2440
625	4074	2434
626	4080	2427
627	4087	2421
628	4093	2414
629	4100	2408
630	4106	2401
631	4113	2395
632	4119	2388
633	4126	2381
634	4132	2375
635	4138	2368
636	4145	2362
637	4151	2355
638	4158	2349
639	4164	2342
640	4171	2336
641	4177	2329
642	4183	2322
643	4190	2316
644	4197	2310
645	4203	2303
646	4210	2296
647	4216	2290
648	4222	2283
649	4229	2277
650	4236	2270
651	4242	2264
652	4248	2257
653	4255	2251
654	4262	2244
655	4268	2238
656	4271	2229
657	4277	2223
658	4283	2216
659	4290	2210
660	4296	2203
661	4303	2197
662	4309	2190
663	4316	2184
664	4322	2177
665	4329	2171
666	4335	2164
667	4342	2158
668	4348	2151
669	4355	2145
670	4361	2138
671	4368	2132
672	4374	2125
673	4380	2118
674	4387	2112
675	4393	2105
676	4399	2099
677	4406	2092
678	4412	2086
679	4419	2079
680	4425	2072
681	4431	2066
682	4438	2059
683	4444	2053
684	4450	2046
685	4457	2040
686	4463	2033
687	4470	2027
688	4477	2020
689	4483	2014
690	4489	2007
691	4495	2001
692	4502	1994
693	4508	1988
694	4515	1981
695	4521	1974
696	4527	1968
697	4534	1961
698	4540	1955
699	4546	1948
700	4553	1942
701	4559	1935
702	4565	1928
703	4572	1922
704	4578	1916
705	4585	1909
706	4591	1902
707	4597	1896
708	4604	1889
709	4610	1883
710	4617	1876
711	4623	1870
712	4630	1863
713	4636	1857
714	4642	1850
715	4649	1844
716	4655	1837
717	4662	1831
718	4668	1824
719	4676	1818
720	4683	1812
721	4689	1805
722	4696	1799
723	4703	1792
724	4710	1786
725	4718	1780
726	4725	1774
727	4731	1767
728	4738	1761
729	4745	1755
730	4752	1748
731	4759	1742
732	4766	1736
733	4773	1729
734	4780	1723
735	4787	1717
736	4794	1710
737	4800	1704
738	4807	1698
739	4814	1691
740	4821	1685
741	4828	1678
742	4835	1672
743	4841	1665
744	4848	1659
745	4854	1652
746	4861	1646
747	4868	1640
748	4874	1633
749	4881	1627
750	4888	1620
751	4895	1614
752	4901	1607
753	4908	1601
754	4914	1594
755	4921	1588
756	4928	1582
757	4935	1575
758	4942	1569
759	4949	1562
760	4956	1556
761	4963	1550
762	4970	1543
763	4976	1537
764	4983	1530
765	4990	1524
766	4996	1517
767	5002	1511
768	5009	1504
769	5016	1498
770	5023	1491
771	5029	1485
772	5036	1478
773	5043	1472
774	5049	1466
775	5056	1459
776	5063	1453
777	5070	1446
778	5076	1440
779	5083	1433
780	5090	1427
781	5097	1420
782	5103	1414
783	5110	1407
784	5116	1401
785	5123	1394
786	5125	1387
787	5131	1380
788	5138	1374
789	5145	1367
790	5151	1361
791	5158	1354
792	5164	1348
793	5171	1341
794	5178	1335
795	5184	1328
796	5185	1320
797	5192	1314
798	5199	1307
799	5205	1301
800	5212	1294
801	5218	1288
802	5225	1281
803	5232	1275
804	5239	1269
805	5245	1262
806	5252	1256
807	5258	1249
808	5265	1243
809	5272	1236
810	5278	1230
811	5285	1223
812	5292	1217
813	5299	1210
814	5305	1204
815	5312	1197
816	5320	1191
817	5327	1185
818	5333	1178
819	5340	1172
820	5347	1165
821	5354	1159
822	5361	1153
823	5368	1146
824	5375	1140
825	5381	1133
826	5388	1127
827	5394	1120
828	5401	1114
829	5407	1107
830	5414	1101
831	5420	1094
832	5427	1088
833	5433	1081
834	5440	1075
835	5446	1068
836	5453	1061
837	5459	1055
838	5466	1048
839	5472	1042
840	5479	1035
841	5485	1029
842	5492	1022
843	5499	1016
844	5505	1009
845	5511	1003
846	5518	996
847	5524	990
848	5531	983
849	5537	977
850	5544	970
851	5550	964
852	5557	957
853	5563	951
854	5570	944
855	5576	938
856	5582	931
857	5589	925
858	5595	918
859	5602	912
860	5609	905
861	5615	898
862	5621	892
863	5628	885
864	5634	879
865	5641	872
866	5647	866
867	5654	859
868	5660	853
869	5666	846
870	5673	840
871	5679	833
872	5686	827
873	5692	820
874	5699	814
875	5706	807
876	5712	801
877	5719	794
878	5725	788
879	5731	781
880	5738	775
881	5744	768
882	5751	762
883	5757	755
884	5764	749
885	5770	742
886	5776	735
887	5783	729
888	5789	722
889	5796	716
890	5802	709
891	5809	703
892	5815	696
893	5822	690
894	5828	683
895	5835	677
896	5841	670
897	5848	664
898	5854	657
899	5860	651
900	5867	644
901	5873	638
902	5880	631
903	5886	625
904	5892	618
905	5899	612
906	5905	605
907	5912	599
908	5918	592
909	5925	586
910	5931	579
911	5938	572
912	5944	566
913	5951	559
914	5957	553
915	5964	546
916	5970	540
917	5977	533
918	5984	527
919	5990	520
920	5997	514
921	6003	507
922	6010	501
923	6016	494
924	6023	488
925	6029	481
926	6035	475
927	6042	468
928	6048	462
929	6055	455
930	6062	449
931	6070	442
932	6077	436
933	6084	429
934	6091	423
935	6098	417
936	6105	410
937	6112	404
938	6119	397
939	6125	391
940	6132	384
941	6139	377
942	6145	371
943	6152	364
944	6159	358
945	6166	352
946	6173	345
947	6179	338
948	6186	332
949	6193	325
950	6199	319
951	6206	312
952	6213	306
953	6219	299
954	6226	293
955	6233	286
956	6239	280
957	6246	273
958	6252	267
959	6259	260
960	6266	254
961	6273	247
962	6280	241
963	6286	234
964	6293	228
965	6300	221
966	6306	215
967	6313	208
968	6320	202
969	6327	195
970	6333	189
971	6340	182
972	6347	176
973	6354	169
974	6361	163
975	6367	156
976	6374	150
977	6381	143
978	6387	137
979	6394	130
980	6401	123
981	6408	117
982	6414	110
983	6421	104
984	6428	97
985	6429	91
986	6435	84
987	6442	78
988	6448	71
989	6455	65
990	6462	58
991	6468	52
992	6475	45
993	6482	39
994	6489	32
995	6495	26
996	6502	19
997	6508	13
998	6515	6
999	6522	0
