id,j,branch,wavenumber,intensity,pressure,temperature,model,npoints,rms,amplitude,amplitude_std,center,center_std,sigma,sigma_std,gamma,gamma_std,fwhm,fwhm_std,height,height_std
20,7,R37,5786.2034,0.63783,78.0,293.0,Voigt,71,0.0076003277415675,0.0235287662053258,9.704832746696122e-05,5786.203496165683,4.5527218849608106e-05,0.00531665879157,7.737885443572464e-05,0.0095214870439835,7.182836740338491e-05,0.0255195003859893,0.0001154283470089,0.6434204731195611,0.0022203321263614
21,8,R37,5795.75817,0.38712,78.0,293.0,Voigt,66,0.0064753370535988,0.0128163620016396,7.777686463577014e-05,5795.758036916544,6.035680231377948e-05,0.0051160049439371,9.769341248933616e-05,0.0082652482569033,9.51117836159824e-05,0.0231313211372815,0.0001493422473968,0.3913684425922633,0.0019696674634161
22,1,P35,5647.10408,1.48874,78.0,293.0,Voigt,144,0.0103362822140448,0.1118789469013741,0.0001866394063569,5647.104103619746,3.754161906329408e-05,0.0072463716757922,8.701426190992074e-05,0.0217672325666414,5.782834614163408e-05,0.0497628218163992,0.0001030011235491,1.495261400225026,0.0022127782091392
23,2,P35,5625.02838,1.70289,78.0,293.0,Voigt,176,0.0146195041509162,0.1573708129723083,0.0002914915274249,5625.027658275575,5.0985920861759866e-05,0.0103311778138586,0.0001047646273098,0.0257776869704105,7.915804543464749e-05,0.0617310513803598,0.0001363748028001,1.7204227669323255,0.002772401412403
24,3,P35,5601.76528,1.73717,78.0,293.0,Voigt,186,0.0163879708986297,0.1691331584200123,0.0003346926339966,5601.764774701358,5.730464381191991e-05,0.0107930701985528,0.0001183877253349,0.0271497764205349,8.887974891089946e-05,0.0648695949851673,0.0001533622126651,1.758315482477485,0.0030309026130518
25,4,P35,5577.32984,1.70788,78.0,293.0,Voigt,172,0.0160201848153364,0.1544846345815137,0.0003161357870629,5577.329519110558,5.50771187964163e-05,0.0101459320181136,0.0001126036486175,0.0252054399418186,8.556401011273001e-05,0.0604346786671369,0.0001472874887093,1.7257528995305085,0.0030682558105778
26,5,P35,5551.73619,1.63188,78.0,293.0,Voigt,145,0.0134456105962038,0.1242261366153129,0.0002443605045193,5551.736239473561,4.469511028634656e-05,0.0078904114416527,9.754454406085186e-05,0.0216827417690669,6.916124993870822e-05,0.050616005041334,0.0001213086663771,1.6431422127118849,0.0028388601862076
27,6,P35,5524.99846,1.48011,78.0,293.0,Voigt,114,0.0134982774033333,0.0890663980787812,0.0002194437039037,5524.998042457536,4.435097494788786e-05,0.0060460202587537,9.988517325467596e-05,0.0173229163907342,6.861711940416944e-05,0.0400318749262416,0.0001212424575342,1.484810298217546,0.0032229984446772
28,7,P35,5497.12981,1.20228,78.0,293.0,Voigt,89,0.0112586532829136,0.0571890187598263,0.0001635835921848,5497.129366202439,4.0561708222923287e-05,0.0049072989264746,8.91957456257924e-05,0.0135925969143244,6.297084327839033e-05,0.0316682361327433,0.0001106072528142,1.2082870915594128,0.0030299110824834
29,8,P35,5468.14345,0.83515,78.0,293.0,Voigt,73,0.0107420644076873,0.0318933937291422,0.0001395476048967,5468.142895031105,4.993988516256956e-05,0.0050313761587168,9.058947666846454e-05,0.010182998251357,7.831141659802767e-05,0.026060412831868,0.0001292665652221,0.8426889374919655,0.003132933436516
30,1,P37,5643.08047,0.75801,78.0,293.0,Voigt,117,0.0060523798967109,0.0457833840721262,9.807925781887405e-05,5643.080099115067,3.88662097612147e-05,0.0034845261266467,0.0001427444794791,0.0185705782087233,5.889258277555027e-05,0.038989929763315,0.0001124893173817,0.7596248899478197,0.0015079824910423
31,2,P37,5621.03773,1.03169,78.0,293.0,Voigt,132,0.008490050606286,0.0698301923758296,0.000145232101634,5621.037698672972,4.22470543159579e-05,0.0048538748385122,0.0001258368453119,0.0204185105723113,6.426388967948798e-05,0.0440093516675161,0.0001199722342066,1.0353582175623146,0.0019677839890018
32,3,P37,5597.81229,1.08959,78.0,293.0,Voigt,133,0.0082095482410182,0.075022070291353,0.0001420898001837,5597.811527955326,3.91799405896986e-05,0.0053207570327014,0.0001100480722555,0.0206530787510642,5.982628949485786e-05,0.0450288718109815,0.0001106189882554,1.0912422526843548,0.0018762331710416
33,4,P37,5573.4164,1.04145,78.0,293.0,Voigt,130,0.0092439075890486,0.0692243061668911,0.000156719380116,5573.415673521407,4.51619443479996e-05,0.0037560547162951,0.0001674167647783,0.0204222968320698,6.835829947640945e-05,0.0428016678542935,0.0001307780420572,1.0456521840828483,0.0021977488836052
