wavenumber,intensity,j,branch,pressure,temperature,fwhm,gamma,sigma,mean_wv,std_wv,skew_wv,kurtosis_wv,max_wv,min_wv,median_wv,mean_int,std_int,skew_int,kurtosis_int,max_int,min_int,median_int
5779.54604,1.67379,6,R35,145,293,0.0655541417291103,0.0291874955414541,0.0089241492363374,5779.545095048546,0.02813403775050774,-5.279035461420007e-06,-1.1999520461850552,5779.59312,5779.49707,5779.5451,1.1164723300970874,0.3953778067159778,-0.009576926626102284,-1.4697873060865216,1.67379,0.51045,1.11181
5790.4078,1.44962,7,R35,145,293,0.0486080562526558,0.0222400970510658,0.005821716169827,5790.40685909091,0.021066146338033498,1.268133568214342e-06,-1.2000634855406733,5790.44264,5790.37108,5790.40686,0.9582240259740259,0.34161612950433945,0.013168891964356123,-1.4551954547495927,1.44962,0.43964,0.94101
5799.96728,1.08132,8,R35,145,293,0.0377170752345886,0.0177803984549225,0.003702595717719,5799.966812166667,0.016444951633014904,6.966341863291542e-05,-1.1999892614671641,5799.99459,5799.93903,5799.96681,0.7127140000000001,0.25443246028120264,0.03301455593438125,-1.459014510914272,1.08132,0.33182,0.7030099999999999
5808.21695,0.64838,9,R35,145,293,0.0320133114926197,0.0152520143065011,0.0028528033971266,5808.216950392157,0.013998428763487853,-6.930464109516637e-05,-1.1999733628005465,5808.24049,5808.19341,5808.21695,0.4263229411764706,0.1546398862427688,0.033237062707826115,-1.4806473196926293,0.64848,0.19884,0.42737
5815.14739,0.32886,10,R35,145,293,0.0305189003845039,0.0135018851257932,0.0042616358885489,5815.1469158695645,0.012638940809402486,-5.0198723290231015e-05,-1.1999286367595579,5815.1681,5815.12573,5815.14692,0.2171278260869565,0.07878818825498157,0.006989414147338581,-1.4867470952486443,0.32886,0.10086,0.215755
5739.26099,1.82277,3,R35,145,293,0.1270849385528788,0.0533349492673406,0.0209928513412063,5739.258167386934,0.054229165344332295,3.7927503542087627e-06,-1.2000057739781276,5739.35139,5739.16495,5739.25817,1.2345614070351758,0.44146164497710216,-0.058785272998192646,-1.500893641718647,1.82277,0.54911,1.23658
5643.08047,0.80209,1,P37,145,293,0.0696520982770514,0.0336443253067924,0.0052631189213452,5643.079059727274,0.030036576585139474,6.273650279967072e-06,-1.1999949425424647,5643.13038,5643.02774,5643.07906,0.5181948181818181,0.18477291102110815,0.10819340523191455,-1.3984545639524855,0.80209,0.2426,0.5050950000000001
5621.03773,1.07925,2,P37,145,293,0.0769739379715125,0.0375742567575616,0.0048605327354451,5621.036788130083,0.033570489244521155,-1.0829528064447496e-05,-1.1999930972453212,5621.09423,5620.97935,5621.03679,0.7022846341463415,0.2514605123492983,0.08109003398357004,-1.424946504844972,1.07925,0.32755,0.682
5597.81135,1.1314,3,P37,145,293,0.0796822811644969,0.0386704534237247,0.0056020001647842,5597.8099394531255,0.03492947115001827,1.625122055020037e-05,-1.2000152573510436,5597.86973,5597.75015,5597.80994,0.7331828125,0.2645710483561042,0.0896451771249143,-1.4258975637643796,1.1314,0.34107,0.7144349999999999
5573.41546,1.08695,4,P37,145,293,0.0748702498553319,0.0365840101686423,0.0046288894126063,5573.413579243699,0.03248296951855673,-7.198070989412497e-06,-1.1999992840862446,5573.46914,5573.35802,5573.41358,0.7093273109243698,0.25172272681682406,0.0850527840581671,-1.4207641065205252,1.08695,0.32957,0.68883
5521.16977,0.81369,6,P37,145,293,0.0566492227754398,0.0267518156598408,0.0054803244967716,5521.16788235955,0.024327864683409077,-2.0574290534931904e-05,-1.2000363830622325,5521.20931,5521.12645,5521.16788,0.5280133707865169,0.18548107525949317,0.1224596245613166,-1.3673030934662989,0.81369,0.24626,0.50501
5493.34821,0.59729,7,P37,145,293,0.0457992941762353,0.0213768890668181,0.0048506085206947,5493.347736111111,0.019706876511748624,-6.14931865301178e-05,-1.2000301491940562,5493.38116,5493.31431,5493.34774,0.3861118055555555,0.14069302673818057,0.10950576588767841,-1.4412627079174094,0.59733,0.18185,0.37439
5647.10408,1.52196,1,P35,145,293,0.0881240999017107,0.0427426235746961,0.0062544798097092,5647.1021969503545,0.03846329885087371,4.913132868032006e-06,-1.2000029116532072,5647.16811,5647.03628,5647.1022,0.9990629787234043,0.35627103741542593,0.05881538264749207,-1.4383991917424874,1.52196,0.46103,0.97566
5625.02838,1.7249,2,P35,145,293,0.1094670638721239,0.0496310073207365,0.01374097187836,5625.026497283237,0.04716180584292519,-1.5939817458109e-07,-1.2000000855257924,5625.10748,5624.94552,5625.0265,1.1486987861271676,0.4079097175208462,0.0019552335408101985,-1.4679568973972266,1.7249,0.51764,1.13869
