wavenumber,intensity,j,branch,pressure,temperature,fwhm,gamma,sigma,mean_wv,std_wv,skew_wv,kurtosis_wv,max_wv,min_wv,median_wv,mean_int,std_int,skew_int,kurtosis_int,max_int,min_int,median_int
5601.7634,1.7503,3,P35,145,293,0.115947808587925,0.0517547471385164,0.0156209076944497,5601.761982967033,0.04960827751272155,-5.017278769135024e-06,-1.1999972249700315,5601.8472,5601.67676,5601.76198,1.1726898351648352,0.41458892971134576,-0.015181421844181503,-1.4748505667015472,1.7503,0.53304,1.16809
5577.32702,1.72742,4,P35,145,293,0.1071444231049275,0.0486688485895008,0.0133256263989625,5577.32701591716,0.04607447946138175,9.829208939163292e-07,-1.1999935111391675,5577.40611,5577.24792,5577.32702,1.1514137869822485,0.40891679898861727,-0.007695550565178213,-1.4650554853203566,1.72742,0.51964,1.14021
5551.73525,1.65909,5,P35,145,293,0.0888356242440611,0.0414900985905952,0.0093669841461085,5551.733366524823,0.03846327786687234,-2.6671910765704363e-06,-1.2000071425579997,5551.79928,5551.66745,5551.73337,1.0997296453900707,0.3912833157269831,0.016118678415258582,-1.4567798863712325,1.65909,0.49783,1.0877
5524.99751,1.52689,6,P35,145,293,0.0693500490497623,0.0334494791939686,0.005348471284128,5524.996100999999,0.03003674339928085,5.8512137673834404e-06,-1.1999798863695368,5525.04742,5524.94478,5524.9961,1.0066937272727272,0.3570613834922405,0.03745882436199083,-1.442225252400235,1.52689,0.46482,0.9902299999999999
5497.12887,1.27878,7,P35,145,293,0.0523573406588788,0.0253168607172617,0.0038966881084476,5497.127460714286,0.02296910249364154,1.9072134994018452e-05,-1.1999432320760897,5497.16654,5497.08838,5497.12746,0.8369394047619048,0.3001101137809543,0.057057492323526054,-1.442006207853548,1.279,0.38519,0.8213649999999999
5468.14251,0.94391,8,P35,145,293,0.0413371140684771,0.0197732373287674,0.0035304701487299,5468.141099090909,0.01807570853827758,4.358706160867786e-05,-1.2000011327180917,5468.1717,5468.1105,5468.1411,0.6139087878787878,0.22144182241715596,0.09249780116407162,-1.4460099599263587,0.94391,0.28742,0.5977349999999999
5547.86419,0.97094,5,P37,145,293,0.0666901835117346,0.0317325730266977,0.0060192089955704,5547.862303619048,0.028677530038118668,6.03303649816459e-06,-1.1999856908539075,5547.91127,5547.81334,5547.8623,0.6317156190476191,0.22662282367287914,0.09887325093081159,-1.4384499245006281,0.97094,0.29595,0.61684
5687.6509,1.55898,0,R35,78,293,0.050595555302484,0.0217383250039054,0.0078161551710802,5687.64995772152,0.021609807421414648,2.0106744656806788e-05,-1.20004866709569,5687.68668,5687.61323,5687.64996,1.0397446835443034,0.36653201408026,-0.02053668497690996,-1.4525868301827907,1.55898,0.47199,1.0467
5706.09283,1.77746,1,R35,78,293,0.0659152378125468,0.0266329204588463,0.0119145025755249,5706.092357156865,0.027861859176738283,-5.0267854775936e-06,-1.1999945682221291,5706.13991,5706.0448,5706.09236,1.2070730392156863,0.42628494383472737,-0.07580265810651127,-1.4918930588368164,1.77746,0.5409,1.2151999999999998
5723.29933,1.81119,2,R35,78,293,0.0728840889479785,0.0281150790001467,0.0143947806845852,5723.299801875,0.030580177573386793,-1.2363823366194952e-05,-1.2000035791069716,5723.35206,5723.24754,5723.2998,1.2428591964285716,0.43794323796323975,-0.10525116198207099,-1.5019697992200431,1.81124,0.54904,1.25766
5739.26099,1.81475,3,R35,78,293,0.0712728233751342,0.0277710164537,0.0138306893555089,5739.2605214545465,0.030036460102399697,7.99735202098355e-06,-1.1999900809448762,5739.31184,5739.2092,5739.26052,1.241522818181818,0.4407578723274157,-0.10435650452087002,-1.5018020002803845,1.81475,0.54785,1.257355
5753.96275,1.79917,4,R35,78,293,0.0619407803584081,0.0238625455450299,0.0122607935726686,5753.962745157894,0.025959230591429017,-1.8044600989024573e-05,-1.1999791895639351,5754.007,5753.91849,5753.96275,1.2310306315789474,0.4332267441642671,-0.10734170904826516,-1.4956162374627913,1.79917,0.54348,1.25858
5767.39517,1.75437,5,R35,78,293,0.0501727334262752,0.0191449004114133,0.0100915639483514,5767.395173636363,0.02106627573747884,-5.4001567451309066e-05,-1.199981881203518,5767.43096,5767.35939,5767.39517,1.1902115584415585,0.419397542240072,-0.10027584736601886,-1.476557430251382,1.75437,0.52755,1.20263
5779.54698,1.62964,6,R35,78,293,0.0386565283840281,0.0149349062814253,0.0076144056986715,5779.546978305085,0.016172987179891688,-2.5246061797590217e-05,-1.1999164658953345,5779.57429,5779.51967,5779.54698,1.103268813559322,0.38447521387795486,-0.09528700361651304,-1.4443358791769363,1.62964,0.49339,1.11727
5790.40874,1.35745,7,R35,78,293,0.0300492179006111,0.0116694952592251,0.0058658780766582,5790.40827173913,0.01263971066911621,3.18220565238757e-05,-1.1999573350154638,5790.42946,5790.38708,5790.40827,0.9175995652173914,0.3215320266125671,-0.09528338918893595,-1.4480499364608488,1.35745,0.41017,0.9301699999999999
5799.96822,0.95071,8,R35,78,293,0.0251028448305468,0.0089088549887004,0.0056000070755994,5799.968224324324,0.010192216404024117,7.743981837684871e-05,-1.2003324880191486,5799.98517,5799.95128,5799.96822,0.6583786486486486,0.22147396392204963,-0.1758579658791925,-1.415008769266848,0.95071,0.29499,0.67123
5808.21883,0.53409,9,R35,78,293,0.0226896890996234,0.0069518468368703,0.0058674074817604,5808.218833939393,0.009105106719446683,-3.7101522011795155e-05,-1.2000371633737,5808.2339,5808.20377,5808.21883,0.3745275757575757,0.12370129920574559,-0.23661371885510957,-1.3734048849913862,0.53409,0.16402,0.38847
5815.14833,0.25991,10,R35,78,293,0.0207353889854571,0.0077755493885474,0.0042871893853055,5815.148328387097,0.008560929114973418,-4.687422142597362e-05,-1.1999188676195476,5815.16245,5815.1342,5815.14833,0.18128290322580648,0.061260874201703897,-0.23982191753701898,-1.3783186992143757,0.25991,0.07934,0.18985
5683.56608,0.82995,0,R37,78,293,0.0387986150222183,0.0181672410217052,0.004015393642053,5683.565614032258,0.01698831193770635,-1.3790053559602628e-05,-1.1999881513220083,5683.59433,5683.53689,5683.56561,0.5454959677419355,0.19610039593726739,0.03725518669401872,-1.4601523839991506,0.82995,0.25235,0.5375449999999999
5701.98353,1.19811,1,R37,78,293,0.0437863617064472,0.0198545978111042,0.0054930686400349,5701.982589710145,0.018891424133576692,4.202559224400845e-05,-1.199985119608739,5702.01461,5701.95057,5701.98259,0.7930360869565217,0.2798771381822923,0.020582491336668497,-1.4441584570017796,1.19811,0.36735,0.77574
5719.16838,1.32846,2,R37,78,293,0.0466610304222396,0.0212398015681918,0.005741817699099,5719.1669641891895,0.020250456717806432,-3.0037479667563133e-05,-1.1999860226109602,5719.20133,5719.13259,5719.166965,0.8764068918918918,0.3112284842139256,0.028749612781049826,-1.4437689955518507,1.32846,0.40088,0.86487
5735.10838,1.33776,3,R37,78,293,0.0447331521021419,0.0201187303653047,0.0058317417069908,5735.107438450706,0.019435130610547857,-3.9094492244358605e-05,-1.199946465117437,5735.1404,5735.07448,5735.10744,0.8824647887323943,0.31496649709752195,0.023217345264500304,-1.453623281055637,1.33776,0.4034,0.86866
5749.79318,1.27048,4,R37,78,293,0.0404965473284487,0.0181489560095964,0.0053628974052808,5749.7927128125,0.01753228264725203,-9.7697282293562e-05,-1.2000312346281206,5749.82237,5749.76305,5749.79271,0.84115046875,0.2999411115664428,0.005478009141891357,-1.456863756985499,1.27048,0.38169,0.835005
5763.21055,1.1304,5,R37,78,293,0.0347003203010211,0.0151310392043442,0.0051085488024922,5763.210075370369,0.014814080465822185,7.32076178256288e-05,-1.1999731181736943,5763.23503,5763.18512,5763.210075,0.754771851851852,0.26491366022510887,-0.015930747914791946,-1.4569996223278163,1.1304,0.34665,0.75226
5775.35105,0.91165,6,R37,78,293,0.0291039435994835,0.0120416289525559,0.004984208841033,5775.350580227274,0.012095493200347592,0.0001102318405648559,-1.2001507592873333,5775.37083,5775.33034,5775.35058,0.6198288636363636,0.21279201887918317,-0.08548620760336184,-1.4549715713390057,0.91165,0.28915,0.626745
5786.2034,0.63783,7,R37,78,293,0.0255195003859893,0.0095214870439835,0.00531665879157,5786.2033989743595,0.010736321479904855,-3.834373654448865e-05,-1.2000445583397616,5786.22129,5786.18551,5786.2034,0.43284230769230764,0.15261943477437662,-0.13344396276294,-1.4399597670800819,0.63783,0.19152,0.43997
5795.75817,0.38712,8,R37,78,293,0.0231313211372815,0.0082652482569033,0.0051160049439371,5795.757702058824,0.009376955886231844,0.0002388931636265621,-1.2001687978905853,5795.77324,5795.74217,5795.7577,0.26948911764705885,0.08997924108632273,-0.2017193692573995,-1.4027266338359896,0.38712,0.12128,0.277965
5647.10408,1.48874,1,P35,78,293,0.0497628218163992,0.0217672325666414,0.0072463716757922,5647.103609358973,0.021337840440210254,-4.987949583893206e-06,-1.1999949325358283,5647.13986,5647.06736,5647.10361,0.9907553846153848,0.35023288847284456,-0.008416129239794588,-1.45774426103877,1.48874,0.45497,0.985975
5625.02838,1.70289,2,P35,78,293,0.0617310513803598,0.0257776869704105,0.0103311778138586,5625.026968020833,0.026230898117318505,-7.958295018026961e-06,-1.2000148055971134,5625.0717,5624.98224,5625.02697,1.144815,0.40443478901327284,-0.04995337575820132,-1.473718210631682,1.70289,0.51592,1.1494550000000001
5601.76528,1.73717,3,P35,78,293,0.0648695949851673,0.0271497764205349,0.0107930701985528,5601.764337128712,0.027590037416950233,1.85549364969594e-05,-1.2000144696786597,5601.81142,5601.71726,5601.76434,1.1693170297029705,0.4133836585196482,-0.04678877204165012,-1.4769481003630534,1.73717,0.52157,1.16963
5577.32984,1.70788,4,P35,78,293,0.0604346786671369,0.0252054399418186,0.0101459320181136,5577.328428297872,0.025687005276584986,-1.8070741850841335e-05,-1.2000289030120108,5577.37221,5577.28464,5577.32843,1.1482151063829786,0.4059049898332046,-0.048487086640304766,-1.4759047112368056,1.70788,0.5131,1.151775
5551.73619,1.63188,5,P35,78,293,0.050616005041334,0.0216827417690669,0.0078904114416527,5551.73572075,0.021881528119566458,3.4019131019721725e-05,-1.1999896843632725,5551.77292,5551.69853,5551.73572,1.0836774999999998,0.38907000649064805,-0.015667790905844015,-1.4715819246665025,1.63188,0.492,1.08087
5524.99846,1.48011,6,P35,78,293,0.0400318749262416,0.0173229163907342,0.0060460202587537,5524.997513333332,0.017260234644953125,-5.799606147297013e-05,-1.1999712822241788,5525.0267,5524.96832,5524.99751,0.9819714285714286,0.349785569501941,-0.00980164137247097,-1.4544149439230092,1.48011,0.44862,0.9776
5497.12981,1.20228,7,P35,78,293,0.0316682361327433,0.0135925969143244,0.0049072989264746,5497.128873061225,0.013454478839767144,5.098676581670339e-05,-1.1999876083084569,5497.15147,5497.10627,5497.12887,0.8061908163265306,0.28292606141620535,-0.038482489515058116,-1.4634133823170252,1.20228,0.37305,0.80449
5468.14345,0.83515,8,P35,78,293,0.026060412831868,0.010182998251357,0.0050313761587168,5468.142511282052,0.010736090678154052,2.2444713257354157e-05,-1.1999455543871704,5468.1604,5468.12462,5468.14251,0.5733741025641026,0.19543947405672207,-0.13807944950337392,-1.4368992658558701,0.83515,0.26142,0.59306
5643.08047,0.75801,1,P37,78,293,0.038989929763315,0.0185705782087233,0.0034845261266467,5643.079530476192,0.017260639395847148,-5.8334561681848826e-05,-1.200001182426519,5643.10872,5643.05034,5643.07953,0.4944501587301587,0.17884909230330565,0.06791639782732324,-1.4507742813364657,0.75801,0.22902,0.48488
5621.03773,1.03169,2,P37,78,293,0.0440093516675161,0.0204185105723113,0.0048538748385122,5621.037259,0.019163259242247304,9.473957042607204e-06,-1.1999443054289003,5621.06975,5621.00477,5621.03726,0.6800254285714284,0.24274962999530428,0.024228289342769257,-1.4480208860184394,1.03169,0.31282,0.6718
5597.81229,1.08959,3,P37,78,293,0.0450288718109815,0.0206530787510642,0.0053207570327014,5597.810880972222,0.01970702120970982,-1.680152620332123e-05,-1.1999282304434113,5597.84431,5597.77745,5597.81088,0.7152502777777777,0.2564472934397979,0.03676259301002533,-1.4400710573607907,1.08959,0.32711,0.70486
5573.4164,1.04145,4,P37,78,293,0.0428016678542935,0.0204222968320698,0.0037560547162951,5573.414991764708,0.018619715994144186,1.799981388441207e-05,-1.2000876839382593,5573.44654,5573.38345,5573.41499,0.6866154411764706,0.24390187458315196,0.036780127382554734,-1.448243720421148,1.04153,0.31953,0.6769149999999999
5547.86513,0.92048,5,P37,78,293,0.0376220501277373,0.017302299618412,0.0043782393585647,5547.863716000002,0.016444665324340683,-6.58592357922706e-05,-1.200023361714955,5547.89149,5547.83594,5547.86372,0.6058231666666668,0.2172281244198246,0.03266396335923882,-1.4535680030250553,0.92059,0.27996,0.597735
5521.17071,0.7504,6,P37,78,293,0.0336972782871019,0.0144907709942648,0.0051914707708033,5521.1683531481485,0.014814236373757797,-6.144369251729308e-05,-1.2000385636569997,5521.19331,5521.1434,5521.16835,0.4803994444444445,0.18199497449433863,0.1170692559990555,-1.4928514531522583,0.7504,0.22761,0.465775
5493.34915,0.53571,7,P37,78,293,0.0273348564439374,0.0122010613780866,0.003682893569219,5493.348207209303,0.011823796289448645,-9.36411841831066e-05,-1.1999916686498375,5493.36798,5493.32843,5493.34821,0.3565504651162791,0.12894023890664358,-0.043671833589210216,-1.4760863318616033,0.53571,0.16106,0.36367
5683.56703,0.88984,0,R37,200,293,0.0934151570465488,0.0449886967128307,0.0073518642068524,5683.565143288592,0.040637715215018605,-4.338142362285163e-06,-1.2000147030245347,5683.63482,5683.49546,5683.56514,0.5698271812080536,0.20781951787769992,0.12427525937146938,-1.4126425215594525,0.88984,0.26745,0.54797
5701.98165,1.25131,1,R37,200,293,0.1056746193200404,0.0516697016786393,0.0064409638406126,5701.979764674556,0.04607435781063255,3.3714214919852693e-06,-1.2000011804624056,5702.05886,5701.90067,5701.97976,0.8097734319526627,0.2909107554283029,0.10195200806682599,-1.4115500363521565,1.25131,0.37567,0.7855
5719.16555,1.37308,2,R37,200,293,0.1105608102608212,0.0542419451349176,0.0062123196377441,5719.165081011236,0.04852082657375953,7.373237322817817e-07,-1.2000072943673186,5719.24842,5719.08175,5719.16508,0.8954674157303372,0.3208955923169171,0.08213269396988113,-1.434394512299733,1.37308,0.41518,0.8740049999999999
5735.10744,1.38756,3,R37,200,293,0.1074061098237132,0.0525000982089322,0.0065911584227915,5735.048586428572,0.08766396791731161,1.4169045473500688e-06,-1.2000012581265038,5735.19972,5734.89745,5735.04859,1.1170085403726706,0.4900276356235532,0.12468489617553166,-1.4938751511452975,1.82386,0.41717,1.06152
5749.79036,1.32837,4,R37,200,293,0.0945547135719356,0.0463091275303305,0.0055477799349998,5749.7889465131575,0.04145352369624175,6.5880263753119274e-06,-1.1999827621372334,5749.86004,5749.71785,5749.78895,0.8657563157894738,0.3102006605017802,0.0797913587608548,-1.427657934333901,1.32837,0.39944,0.84484
5763.2096,1.21072,5,R37,200,293,0.0785812540995347,0.038456755028624,0.0046936513642776,5763.2077211999995,0.034114038818537154,-1.6314501018263918e-05,-1.199997173877746,5763.2661,5763.14934,5763.20772,0.78871448,0.2799291394536332,0.0807342099871802,-1.4218915197734208,1.21072,0.36863,0.77318
5786.20246,0.75365,7,R37,200,293,0.1575282087518499,0.0737973626104203,0.0162446573982322,5786.201515301205,0.022697214040793903,-3.567735838368326e-05,-1.1999977767645826,5786.24012,5786.16291,5786.20152,0.4893093975903614,0.1748680322927131,0.09249891298201551,-1.402904330339525,0.75381,0.22616,0.47352
5795.75535,0.488,8,R37,200,293,0.0181904580752523,0.0049276695086159,0.0051300966687983,5795.755347971016,0.018891365486369698,6.888114344738775e-06,-1.1999959865371708,5795.78736,5795.72333,5795.75535,0.31773753623188405,0.11411511310702371,0.09057722245473797,-1.4367421579630715,0.488,0.14846,0.3076
5804.00313,0.26593,9,R37,200,293,0.0448473545405922,0.0185123123288663,0.0077235513779261,5804.003602878787,0.018076049156954342,-6.463734485172974e-05,-1.2000007702418816,5804.03421,5803.973,5804.0036,0.16794924242424242,0.0638541555857651,0.18667337649963556,-1.4566953274633743,0.26593,0.07992,0.15961999999999998
5687.65184,1.59502,0,R35,200,293,0.1212138256203732,0.0588689338839567,0.0084183734506793,5687.64854515464,0.052870066295436106,-1.4681436460579558e-06,-1.200009113347328,5687.73941,5687.55768,5687.648545,1.0487620618556701,0.37493548858419873,0.04577641832185902,-1.4504920887702242,1.59502,0.48205,1.031335
5706.09189,1.79119,1,R35,200,293,0.16043042548574,0.0703968726130034,0.0231001334471459,5706.088590555556,0.06863604604887528,-4.2070068661670976e-07,-1.2000034227704603,5706.20677,5705.97042,5706.08859,1.2052269444444443,0.4281018304921226,-0.026421012471497033,-1.4801194428802342,1.79119,0.53929,1.196355
5723.29651,1.8198,2,R35,200,293,0.1792883028969972,0.0762648016176983,0.0285348530691795,5723.29556455516,0.07651902304024975,2.5936650944119185e-06,-1.2000042710403191,5723.42739,5723.16374,5723.29556,1.2321192170818507,0.4391003627281083,-0.04648925426187229,-1.4996200551070153,1.8198,0.54943,1.23006
5739.25817,1.82386,3,R35,200,293,0.1733273969668409,0.0727354681228193,0.028638287468987,5739.256284059041,0.07380087852871126,-2.6457588967617623e-06,-1.1999955307607326,5739.3834,5739.12916,5739.25628,1.2370466789667895,0.4403428418639069,-0.05537663434646515,-1.4945789641606437,1.82386,0.54985,1.23346
5753.95992,1.81519,4,R35,200,293,0.1498500473561542,0.0638718724677823,0.0237096986054921,5753.95803719149,0.06401503739428192,7.786572442969394e-06,-1.2000014748817045,5754.06821,5753.84787,5753.95804,1.2258566808510638,0.4367023444605172,-0.0421161941279477,-1.4929173698245304,1.81519,0.54583,1.21779
5767.39329,1.7783,5,R35,200,293,0.1188563265853089,0.0521095113793855,0.0171668587342139,5767.391407326202,0.05096729033613716,5.033473143978974e-06,-1.2000088377474556,5767.47898,5767.30384,5767.39141,1.1917533155080213,0.4246303586254375,-0.02569597368521495,-1.4800471535656086,1.7783,0.53459,1.18094
5779.5451,1.687,6,R35,200,293,0.0881819640441398,0.0405327089313154,0.0102941558529761,5779.543682571429,0.03819132413762133,-4.997271166859094e-06,-1.2000122975705578,5779.60913,5779.47824,5779.54368,1.119013357142857,0.39892869607662557,0.014966645593934737,-1.4697234944997104,1.687,0.51023,1.105735
5790.40686,1.46641,7,R35,200,293,0.065128632421013,0.0312509355852527,0.0053666774095937,5790.405446634614,0.028405525669625533,3.3619419270427156e-08,-1.200007885338116,5790.45394,5790.35695,5790.40545,0.9652485576923078,0.3439156635792867,0.043923113731354366,-1.4537300302853922,1.46641,0.44611,0.948775
5799.96634,1.1134,8,R35,200,293,0.0497166226769702,0.0239801400768271,0.003833378780748,5799.965399746836,0.021609639822829953,3.293814801280474e-05,-1.2000292208856684,5800.00212,5799.92868,5799.9654,0.7282908860759494,0.26006406150728767,0.06474830101971442,-1.4329402738674732,1.1134,0.33878,0.70972
5808.21695,0.68587,9,R35,200,293,0.042282163749492,0.0199699260416961,0.0040856104607656,5808.216008656716,0.01834775429215819,-4.9237911989155794e-05,-1.1999989679655871,5808.24708,5808.18493,5808.21601,0.4441617910447761,0.1604573128160181,0.10942357126182355,-1.4305944889008084,0.68587,0.20805,0.4298
5815.14645,0.35593,10,R35,200,293,0.0401953270679722,0.0172876895882369,0.0061897074167496,5815.145503559323,0.01617284663096617,2.031106978142613e-05,-1.199979758541491,5815.17281,5815.1182,5815.1455,0.23105694915254238,0.0835471557380092,0.10869116667207333,-1.454732170821265,0.35593,0.11017,0.22558
5643.07859,0.81105,1,P37,200,293,0.0941576181152634,0.0456857996558574,0.0066427823755805,5643.078589006623,0.04118158937771284,1.21506695695058e-05,-1.1999962966107247,5643.14921,5643.00797,5643.07859,0.520068344370861,0.18994032507932754,0.13255823416861384,-1.4189117340309312,0.81105,0.24447,0.50233
5621.03867,1.08624,2,P37,200,293,0.1057403825755372,0.0512383391518014,0.0076195196649531,5621.036317321428,0.04580255403638171,-4.665598707386876e-06,-1.2000080975411664,5621.11494,5620.95769,5621.03632,0.7032640476190476,0.2515956899667917,0.10295004058258432,-1.410239337208058,1.08624,0.32721,0.6831
5597.81229,1.13804,3,P37,200,293,0.1081476012025487,0.0527349035794231,0.0069782279010084,5597.808056091954,0.04743358278045763,-1.1815402524192764e-06,-1.2000011737869347,5597.88951,5597.7266,5597.80806,0.7371640804597701,0.2665840623919665,0.11106436215867048,-1.4236601478003097,1.13814,0.34335,0.714725
5573.41452,1.09237,4,P37,200,293,0.1022389785392942,0.0498327836644633,0.0066514756461699,5573.4121668902435,0.04471533246835077,9.255421037188443e-06,-1.199997025499439,5573.48891,5573.33542,5573.41217,0.7074180487804878,0.25430690861471994,0.09477605824126954,-1.4203011520912623,1.09237,0.32943,0.69028
5521.16882,0.82576,6,P37,200,293,0.0762753152108315,0.0362860210277507,0.0068980942072107,5521.209314403292,0.06618963923534193,-1.713809214993679e-07,-1.20000080558313,5521.32325,5521.09538,5521.20931,0.7341556790123457,0.37978904063195984,0.3962923886751839,-1.2856518365175074,1.3876,0.24937,0.64429
5647.10502,1.52473,1,P35,200,293,0.1195338851938102,0.0580862200227136,0.008220798321082,5647.101255235602,0.05205472931465338,-4.510770325436009e-06,-1.1999947839107197,5647.19071,5647.0118,5647.10126,1.002460157068063,0.3573523768413829,0.045570216331187324,-1.4442609233419021,1.52473,0.46103,0.98187
5625.02838,1.72692,2,P35,200,293,0.1491363558533066,0.068004678760237,0.0181869035929185,5625.024143177967,0.06428692343511244,-7.691111292429854e-08,-1.2000000006654772,5625.13479,5624.9135,5625.0241399999995,1.1492867796610169,0.4085788713585777,0.0035762952107546864,-1.4648926219793275,1.72692,0.52301,1.13399
5601.7634,1.7516,3,P35,200,293,0.1579572268989055,0.071543770717556,0.0199252373788401,5601.760099759999,0.06809247462345398,2.8713740478256743e-06,-1.2000030488082867,5601.87733,5601.64287,5601.7600999999995,1.16741576,0.4158777669921004,-0.0031612623961031713,-1.4663010953062856,1.7516,0.5283,1.15687
5577.32796,1.73033,4,P35,200,293,0.146195336016381,0.066775982749477,0.017670859986526,5577.324190987124,0.06347138594625337,-2.116700827358198e-06,-1.1999963538113996,5577.43342,5577.21496,5577.32419,1.146392746781116,0.4110937520633537,0.011754053235508615,-1.4683919323260108,1.73033,0.51961,1.1314
5551.73525,1.66652,5,P35,200,293,0.1207900271895453,0.0581194939275565,0.0096191380530668,5551.7319541145835,0.052326520392488335,2.8155811790655623e-06,-1.1999969464864388,5551.82188,5551.64203,5551.73195,1.1025017708333333,0.3915797579505844,0.022851239715003236,-1.4514684932644304,1.66652,0.50344,1.08796
5524.99657,1.5385,6,P35,200,293,0.0937859295692709,0.045592755916867,0.0064045582678269,5524.994688590604,0.040637874908183984,5.1687697479625556e-06,-1.2000074343468843,5525.06437,5524.92501,5524.99469,1.010769798657718,0.3583390712784316,0.04581137824416409,-1.4350171657199806,1.5385,0.46483,0.98903
5497.12887,1.29567,7,P35,200,293,0.0708959796227816,0.0342122266347367,0.005430152093381,5497.126989823008,0.0308521765550324,-4.816159975497459e-06,-1.1999914990821325,5497.17972,5497.07426,5497.12699,0.8449670796460177,0.3020454011955151,0.07860334939290489,-1.4356943786680696,1.29567,0.39471,0.82151
5775.34823,1.01058,6,R37,200,293,0.0633140994693381,0.0310108607896213,0.0037086625220961,5775.3477553921575,0.027861946179227753,-3.262361204541533e-06,-1.1999978142884415,5775.39531,5775.3002,5775.347755,0.6558460784313727,0.2371822520874214,0.08921731518601685,-1.438569081298374,1.01058,0.30654,0.63909
5547.86325,0.98536,5,P37,200,293,0.0899463178940555,0.0429255925134733,0.0078762665108873,5547.860891197183,0.03873493146476924,4.142260888474588e-06,-1.2000183657215266,5547.92728,5547.79451,5547.86089,0.6364538732394367,0.2293494158177767,0.10160563851467738,-1.4108545469231168,0.98536,0.29625,0.6185350000000001
5683.57173,0.74642,0,R37,790,293,0.2640114965597658,0.1305618636728071,0.0113157701327657,5683.565143364705,0.11566225486187802,9.53396165132832e-07,-1.1999981042717194,5683.76477,5683.36552,5683.56514,0.4792369647058824,0.17314970923311002,0.12740863969175648,-1.4103537892986113,0.74642,0.22423,0.46409
5701.976,1.11654,1,R37,790,293,0.2886945629073579,0.1436256692693371,0.0083619945342172,5701.975998107526,0.12653523065472402,-2.6586064568847435e-07,-1.2000005643850922,5702.19446,5701.75754,5701.976,0.7239635698924731,0.2592506339702037,0.10295007501408818,-1.4144894718814511,1.11654,0.33519,0.70337
5719.16461,1.26114,2,R37,790,293,0.2996967299209511,0.1485810114586287,0.0112937600609577,5719.142481724138,0.12626346841848932,-2.3780940529607012e-07,-1.1999989642851676,5719.36047,5718.92449,5719.14248,0.8289263146551724,0.2988325602414686,0.09334265833593022,-1.4168998378203994,1.28466,0.37989,0.8071550000000001
5735.10085,1.28466,3,R37,790,293,0.4231610229877413,0.1886289257890047,0.057330762597344,5735.098022287581,0.12490429414321572,1.1288571224789347e-06,-1.199999408679166,5735.31366,5734.88239,5735.09802,0.8337923747276688,0.29677197080316065,0.08433066106884204,-1.4179122591976154,1.28466,0.38646,0.81351
5749.78565,1.23088,4,R37,790,293,0.2507879231395243,0.1244093007867997,0.0091060388922521,5749.780942605459,0.10968200072933339,3.4384633804250496e-07,-1.2000009346104052,5749.97021,5749.59167,5749.78094,0.8019024317617867,0.28529326037337416,0.08405155599407352,-1.4191972398031363,1.23088,0.37076,0.78164
5763.20395,1.11185,5,R37,790,293,0.2080733803132275,0.1030829081567335,0.0081639252511542,5763.1968925297615,0.09146964478373203,4.0715444920588166e-07,-1.1999976974940196,5763.35462,5763.03917,5763.19689,0.7212330357142859,0.2583681265767063,0.09408137240046754,-1.41389136791436,1.11185,0.33449,0.701155
5775.33598,0.92473,6,R37,790,293,0.1670153367786311,0.082514235265704,0.0074657644859377,5775.336926516854,0.07271342712620849,-1.7089791471779908e-06,-1.2000054634805102,5775.46216,5775.21169,5775.33693,0.6017488014981274,0.21401890490609657,0.09637597904257011,-1.4107676591657046,0.92473,0.27947,0.58674
5786.19116,0.68289,7,R37,790,293,0.1346027218541337,0.0659970727025952,0.007682148081461,5786.190686666667,0.05885028293779698,8.500527214744247e-09,-1.2000033113790625,5786.29191,5786.08946,5786.19069,0.4413677314814815,0.1585776897998951,0.10438071212608804,-1.4081325957452542,0.68289,0.20557,0.42896
5795.74687,0.44426,8,R37,790,293,0.1106414478733573,0.0535131910402796,0.0082034983809344,5795.744048305085,0.04824896947153283,-8.100351458775422e-07,-1.200000429519936,5795.82691,5795.66118,5795.74405,0.2855312429378531,0.1041163821634711,0.11272097899221903,-1.4175772081824944,0.44426,0.13452,0.27905
5803.99466,0.24774,9,R37,790,293,0.1240790477440902,0.0615263408470593,0.0046241219814844,5803.989949272727,0.04498716394928889,1.3630508163552886e-06,-1.2000017674943873,5804.06716,5803.91274,5803.98995,0.1526098787878788,0.056774543226007584,0.24033715175210457,-1.3421552151925347,0.24774,0.07436,0.14497
5687.64619,1.47811,0,R35,790,293,0.3304833770454443,0.1609571164392119,0.0218228610449051,5687.649957589454,0.14447581328240786,-4.867617454207611e-09,-1.200001094344621,5687.89949,5687.40042,5687.64996,0.9664437099811676,0.34332918594860906,0.06704301679522805,-1.4261864728019291,1.47811,0.44544,0.94551
5706.08624,1.7573,1,R35,790,293,0.4233752567099005,0.187527480014909,0.0588480269967433,5706.082469955157,0.18198791182260465,1.7879244242164188e-07,-1.2000006257606077,5706.39698,5705.76796,5706.08247,1.1692410463378176,0.41504357564902306,-0.0020228397261220065,-1.4614308515619479,1.7573,0.52822,1.15852
5723.29556,1.80582,2,R35,790,293,0.4654092817035246,0.2010707095411043,0.0706583072831725,5723.2880314557815,0.19992853215301695,2.2475726021985248e-07,-1.1999994581225182,5723.63361,5722.94245,5723.28803,1.2125507891156464,0.4338537406888762,-0.02768476987475364,-1.4784104987544167,1.80606,0.54293,1.20743
