iter	Logloss
267	0.1844556885
268	0.1836282654
269	0.1829194031
270	0.1827631226
271	0.1825072937
272	0.1820147095
273	0.1811405334
274	0.1800480042
275	0.1796306305
276	0.1790952454
277	0.1785401306
278	0.1782133789
279	0.1776867676
280	0.1774653778
281	0.1772893677
282	0.1766659546
283	0.1761611938
284	0.1752902222
285	0.1746500397
286	0.1742567444
287	0.1740290527
288	0.1734916077
289	0.1731358948
290	0.1729487305
291	0.1721575623
292	0.1719250641
293	0.171332428
294	0.1707111359
295	0.170556488
296	0.1701306458
297	0.1698745575
298	0.1695452576
299	0.1692847595
300	0.1685285034
301	0.1678589783
302	0.1672196655
303	0.1668298035
304	0.1665631409
305	0.1663451843
306	0.1655204468
307	0.1650656128
308	0.1645103607
309	0.1641292267
310	0.1634170685
311	0.1628643494
312	0.1624733887
313	0.162128891
314	0.161422226
315	0.1606535034
316	0.1604700317
317	0.160021698
318	0.1595514832
319	0.1593021088
320	0.158763916
321	0.1583296814
322	0.157802948
323	0.157418396
324	0.1569807739
325	0.1566694336
326	0.1563619995
327	0.1554747925
328	0.1548480682
329	0.1543839111
330	0.1536133118
331	0.1534519958
332	0.152906189
333	0.1528201904
334	0.1525180206
335	0.1518404694
336	0.1515695801
337	0.150836792
338	0.1506450195
339	0.1500808716
340	0.149631073
341	0.1494185791
342	0.148721344
343	0.1483115387
344	0.1480018616
345	0.1478538818
346	0.1474705811
347	0.1469720154
348	0.1467315216
349	0.1466445007
350	0.1464248199
351	0.1462092438
352	0.1457922363
353	0.1455682983
354	0.1448636627
355	0.1446066589
356	0.1444111023
357	0.1441430054
358	0.1435848694
359	0.1434147949
360	0.1432449188
361	0.1428738251
362	0.142688858
363	0.14239328
364	0.1422055664
365	0.1421625061
366	0.1420135498
367	0.1419098053
368	0.1415095215
369	0.1406196442
370	0.1401391296
371	0.1398471069
372	0.1396205597
373	0.1391657104
374	0.1389823914
375	0.1387188721
376	0.1383899536
377	0.1381401062
378	0.1380217896
379	0.1378724365
380	0.1376085815
381	0.1372661743
382	0.1370422668
383	0.1368923035
384	0.1367838135
385	0.1364104156
386	0.1357946167
387	0.1355988159
388	0.1355071716
389	0.1354535522
390	0.1348076172
391	0.1345737915
392	0.1343665161
393	0.1340742035
394	0.133837738
395	0.133493866
396	0.1333283691
397	0.1329057159
398	0.1327020111
399	0.1323849945
400	0.1321728058
401	0.1319281921
402	0.1314260559
403	0.1312476196
404	0.1310076294
405	0.1306844177
406	0.1301999512
407	0.1300447693
408	0.1299330139
409	0.1297576752
410	0.1289820099
411	0.1285536194
412	0.1282651062
413	0.1281096802
414	0.1278979034
415	0.1278024979
416	0.1276041107
417	0.127229599
418	0.1271655807
419	0.1268203888
420	0.1266220703
421	0.1265429382
422	0.1262367401
423	0.125712738
424	0.125417572
425	0.1252503815
426	0.1247378464
427	0.1244577789
428	0.1240765305
429	0.1240022888
430	0.1238875198
431	0.1236496124
432	0.1235106659
433	0.1233796768
434	0.1231369476
435	0.1229237061
436	0.1226590729
437	0.1222414627
438	0.122109314
439	0.1219916458
440	0.1217779236
441	0.1213336945
442	0.1210091858
443	0.1208285217
444	0.1205929184
445	0.1202780304
446	0.1201577911
447	0.1200975342
448	0.1199904938
449	0.1197621002
450	0.1197057953
451	0.1194476471
452	0.1193933563
453	0.1193343201
454	0.1190267487
455	0.1187034912
456	0.1185831909
457	0.1184312897
458	0.1180097198
459	0.1177530136
460	0.1175736847
461	0.1174595947
462	0.1173000793
463	0.1169827271
464	0.1169072495
465	0.1166079636
466	0.1164078903
467	0.1161565247
468	0.1159557724
469	0.1157599411
470	0.1156043625
471	0.1154855118
472	0.1150486984
473	0.1149605408
474	0.1148214493
475	0.1144990463
476	0.114340004
477	0.1141872559
478	0.1140989075
479	0.1139214935
480	0.1137006073
481	0.1136115494
482	0.1134259949
483	0.1133320694
484	0.1132896271
485	0.1130173492
486	0.11271521
487	0.1123546448
488	0.1122438202
489	0.1120766907
490	0.1119659653
491	0.1118830719
492	0.111612587
493	0.1113300705
494	0.1111925888
495	0.1110549622
496	0.110729744
497	0.1104964752
498	0.1103435593
499	0.1099242249
500	0.1097624741
501	0.1095536499
502	0.1093464737
503	0.1092857361
504	0.1091795959
505	0.109158783
506	0.1090046844
507	0.108557373
508	0.1081245422
509	0.1078164825
510	0.1076821136
511	0.1075769501
512	0.1074035492
513	0.1072631683
514	0.1071714478
515	0.1069168091
516	0.1068808136
517	0.1066815796
518	0.1064474716
519	0.1064046021
520	0.1061886292
521	0.106092453
522	0.1060180359
523	0.1056865234
524	0.1055214386
525	0.1054408569
526	0.1051323318
527	0.1050432816
528	0.1048876038
529	0.1048091583
530	0.1043545532
531	0.1041022949
532	0.1039551468
533	0.1039405518
534	0.1038194275
535	0.1037381439
536	0.1032910309
537	0.1031513367
538	0.1030498657
539	0.1028740997
540	0.1027145996
541	0.1026656189
542	0.102559021
543	0.1022233582
544	0.1018056183
545	0.1017232361
546	0.1015869446
547	0.1015542679
548	0.1011626434
549	0.1010011368
550	0.1007189026
551	0.1004949036
552	0.1003388977
553	0.1000706329
554	0.1000077667
555	0.0999595871
556	0.09980947876
557	0.0997327652
558	0.09954483032
559	0.09940461731
560	0.0993205719
561	0.09916983795
562	0.09901942444
563	0.09869638824
564	0.09843858337
565	0.09830286407
566	0.09804627991
567	0.09795304108
568	0.09778030396
569	0.09752667999
570	0.09745109558
571	0.09728387451
572	0.09713008118
573	0.0970435257
574	0.09657727051
575	0.09641522217
576	0.09629548645
577	0.09624765778
578	0.09613288879
579	0.09570768738
580	0.09558774567
581	0.09549002075
582	0.09537667847
583	0.09525175476
584	0.09507235718
585	0.09504879761
586	0.0947017746
587	0.09458743286
588	0.09437303925
589	0.09417427063
590	0.09379090881
591	0.09363240051
592	0.09354602814
593	0.0933453064
594	0.09299659729
595	0.0927098465
596	0.09265609741
597	0.09249859619
598	0.09243828583
599	0.09232714844
600	0.09222449493
601	0.09200502777
602	0.0919345932
603	0.09181803894
604	0.09162019348
605	0.09148178864
606	0.09112166595
607	0.09090684509
608	0.09075549316
609	0.09061331177
610	0.09060820007
611	0.09036665344
612	0.09019114685
613	0.09010425568
614	0.09008493042
615	0.08990090942
616	0.08984500885
617	0.08978721619
618	0.08971800995
619	0.08940203094
620	0.08910700226
621	0.08893425751
622	0.08887419128
623	0.08869909668
624	0.08860813904
625	0.08856300354
626	0.08845937347
627	0.08833351135
628	0.08821661377
629	0.08807409668
630	0.08791532898
631	0.08787099457
632	0.08781782532
633	0.08778857422
634	0.08758719635
635	0.08753364563
636	0.08745157623
637	0.087397995
638	0.08717488098
639	0.08697775269
640	0.08687298584
641	0.08677706909
642	0.0864553833
643	0.0863195343
644	0.08620768738
645	0.08613048553
646	0.08585037231
647	0.08571411133
648	0.085685112
649	0.08540325928
650	0.08523484802
651	0.08520401764
652	0.08517461395
653	0.08496704865
654	0.08476413727
655	0.08470405579
656	0.08459824371
657	0.08442585754
658	0.08433720398
659	0.08424957275
660	0.08421882629
661	0.08410397339
662	0.08399288177
663	0.08388300323
664	0.08356036377
665	0.0831942749
666	0.08304343414
667	0.0828137207
668	0.08265129089
669	0.08252955627
670	0.08245622253
671	0.08236590576
672	0.08228722382
673	0.08217295837
674	0.08211741638
675	0.08187898254
676	0.08177884674
677	0.08171131897
678	0.08156215668
679	0.08139777374
680	0.08118989563
681	0.08088513184
682	0.08086348724
683	0.08066882324
684	0.08047333527
685	0.08033940125
686	0.0802183075
687	0.08002433777
688	0.07980053711
689	0.07973711395
690	0.07948703766
691	0.07933994293
692	0.07901191711
693	0.07894449615
694	0.07883292389
695	0.07872219849
696	0.07862867737
697	0.07837860107
698	0.07829850769
699	0.07807818604
700	0.07803314209
701	0.07780796051
702	0.07772355652
703	0.07762768555
704	0.07747542572
705	0.07732975006
706	0.07728716278
707	0.07716970825
708	0.07694599915
709	0.07685303497
710	0.07683184814
711	0.07661877441
712	0.07650211334
713	0.07627563477
714	0.07614559937
715	0.07604651642
716	0.07592653656
717	0.07581706238
718	0.07573344421
719	0.07550881958
720	0.07549006653
721	0.07536523438
722	0.0751010437
723	0.07507837677
724	0.07504797363
725	0.07490556335
726	0.07480317688
727	0.07464866638
728	0.07460974884
729	0.07440390015
730	0.07414321899
731	0.07370236206
732	0.07356887817
733	0.07352014923
734	0.07346839905
735	0.07332881165
736	0.07320440674
737	0.07306347656
738	0.07299729156
739	0.07289878845
740	0.07283505249
741	0.07259048462
742	0.0725286026
743	0.07228462219
744	0.07194645691
745	0.07186841583
746	0.07163160706
747	0.07155387878
748	0.07144524384
749	0.07142792511
750	0.07131385803
751	0.0711953125
752	0.07104289246
753	0.07096231842
754	0.07083255768
755	0.07069351959
756	0.07064285278
757	0.07047583771
758	0.07037519836
759	0.07017816162
760	0.0699733963
761	0.06990348816
762	0.06983335114
763	0.06972769165
764	0.06967519379
765	0.06955111694
766	0.06953151703
767	0.06948445892
768	0.06944111633
769	0.06933708954
770	0.06932769775
771	0.06915336609
772	0.06892738342
773	0.0687663269
774	0.06874749756
775	0.06870678711
776	0.06858929443
777	0.06850170135
778	0.06845423889
779	0.06842284393
780	0.06823357391
781	0.06807899475
782	0.06799226379
783	0.06780879211
784	0.06772927856
785	0.0676582489
786	0.06756910706
787	0.06751967621
788	0.06737693787
789	0.06713689423
790	0.06698240662
791	0.06680686188
792	0.06674842834
793	0.06669274902
794	0.06664963531
795	0.06638781738
796	0.0662335968
797	0.06622201538
798	0.06610145569
799	0.06602342224
800	0.06601412964
801	0.06584272003
802	0.06574072266
803	0.06546182251
804	0.06542865753
805	0.06516490173
806	0.06508691406
807	0.06496451569
808	0.0648155899
809	0.06464340973
810	0.06456498718
811	0.06444547272
812	0.06436262512
813	0.06432618713
814	0.0642912674
815	0.0642204895
816	0.06418939209
817	0.06392973328
818	0.06385390091
819	0.06377048111
820	0.06365363693
821	0.06354441071
822	0.06328022003
823	0.06303349686
824	0.06297388077
825	0.06289505768
826	0.06284942245
827	0.06280810165
828	0.06275108337
829	0.06267529297
830	0.06248880768
831	0.06238381195
832	0.0622522316
833	0.06211680984
834	0.0621020813
835	0.06203246689
836	0.06200891876
837	0.06199264145
838	0.06192020416
839	0.06184893799
840	0.06155420303
841	0.06143897629
842	0.06127923584
843	0.06114253235
844	0.06088824463
845	0.06070475006
846	0.06055927277
847	0.06047597504
848	0.06029586029
849	0.06027035522
850	0.06021773148
851	0.06011778259
852	0.06009295273
853	0.06001208496
854	0.05990393066
855	0.05989883423
856	0.05976865768
857	0.05974330521
858	0.05973792648
859	0.05959517288
860	0.05958628082
861	0.05956798935
862	0.05945623016
863	0.05940140533
864	0.05936101151
865	0.0593116684
866	0.05912527847
867	0.05906438065
868	0.05902902603
869	0.05900210571
870	0.05897666168
871	0.05895569992
872	0.0589364624
873	0.05877383041
874	0.05858247375
875	0.05831551743
876	0.05803343201
877	0.05779328918
878	0.05767184067
879	0.05764309692
880	0.05759037781
881	0.05744023514
882	0.05738319397
883	0.05730966187
884	0.05726475525
885	0.05716968918
886	0.05711722183
887	0.05710445023
888	0.05692033005
889	0.05687292862
890	0.05681351089
891	0.05671642685
892	0.05665311813
893	0.05651330948
894	0.05646570587
895	0.05626590729
896	0.05623319244
897	0.05604314804
898	0.05590260696
899	0.05573234177
900	0.05568977356
901	0.05554730988
902	0.05550756836
903	0.0553403244
904	0.05525504684
905	0.05522873688
906	0.05505072784
907	0.0549296875
908	0.05487800598
909	0.05475985718
910	0.0546325531
911	0.05446206284
912	0.05442247772
913	0.05430727768
914	0.05426733398
915	0.05399970627
916	0.05392642975
917	0.05382177734
918	0.05378082275
919	0.05372071075
920	0.05360508347
921	0.05353597641
922	0.05340053558
923	0.05327368927
924	0.05317611694
925	0.05315367889
926	0.05297029114
927	0.05292549133
928	0.05285035706
929	0.05269755173
930	0.0525221405
931	0.05249290466
932	0.05231866074
933	0.05225209808
934	0.0521016922
935	0.0520059433
936	0.05197199249
937	0.05188229752
938	0.05173841095
939	0.05164144135
940	0.05157134247
941	0.05143437958
942	0.05141635895
943	0.05133068848
944	0.05116718674
945	0.05111239624
946	0.05103266525
947	0.05096035004
948	0.05084047699
949	0.05077909088
950	0.05076008606
951	0.05065234375
952	0.05062074661
953	0.05039405823
954	0.05029499817
955	0.0502448082
956	0.05014165115
957	0.05009605408
958	0.04998282623
959	0.04991739655
960	0.04982684326
961	0.04970084381
962	0.0496674118
963	0.04956429672
964	0.04945256805
965	0.04936954117
966	0.04934656906
967	0.04921575165
968	0.04914904022
969	0.04911029053
970	0.04902619171
971	0.0489148407
972	0.04880548859
973	0.04867835236
974	0.04862943649
975	0.04847987366
976	0.04843751526
977	0.04839122772
978	0.04829866409
979	0.0482025528
980	0.04809539795
981	0.0480538559
982	0.04795671844
983	0.047920784
984	0.04788173294
985	0.04773843384
986	0.04772561646
987	0.04760771561
988	0.04750236511
989	0.04738028717
990	0.04724295807
991	0.04720391464
992	0.04716371918
993	0.04713408661
994	0.04701215363
995	0.04694057846
996	0.04686338043
997	0.04677004242
998	0.04674167633
999	0.04671310806
