Material,Space Group,Z_media,Z_media_pon,Z_std,Z_std_pon,Z_minimo,Z_maximo,Electronegativity_media,Electronegativity_media_pon,Electronegativity_std,Electronegativity_std_pon,Electronegativity_minimo,Electronegativity_maximo,IonizationPotential_media,IonizationPotential_media_pon,IonizationPotential_std,IonizationPotential_std_pon,IonizationPotential_minimo,IonizationPotential_maximo,ElectronAffinity_media,ElectronAffinity_media_pon,ElectronAffinity_std,ElectronAffinity_std_pon,ElectronAffinity_minimo,ElectronAffinity_maximo,HOMO_media,HOMO_media_pon,HOMO_std,HOMO_std_pon,HOMO_minimo,HOMO_maximo,LUMO_media,LUMO_media_pon,LUMO_std,LUMO_std_pon,LUMO_minimo,LUMO_maximo,r_s_orbital_media,r_s_orbital_media_pon,r_s_orbital_std,r_s_orbital_std_pon,r_s_orbital_minimo,r_s_orbital_maximo,r_p_orbital_media,r_p_orbital_media_pon,r_p_orbital_std,r_p_orbital_std_pon,r_p_orbital_minimo,r_p_orbital_maximo,r_d_orbital_media,r_d_orbital_media_pon,r_d_orbital_std,r_d_orbital_std_pon,r_d_orbital_minimo,r_d_orbital_maximo,r_atomic_nonbonded_media,r_atomic_nonbonded_media_pon,r_atomic_nonbonded_std,r_atomic_nonbonded_std_pon,r_atomic_nonbonded_minimo,r_atomic_nonbonded_maximo,r_valence_lastorbital_media,r_valence_lastorbital_media_pon,r_valence_lastorbital_std,r_valence_lastorbital_std_pon,r_valence_lastorbital_minimo,r_valence_lastorbital_maximo,r_covalent_media,r_covalent_media_pon,r_covalent_std,r_covalent_std_pon,r_covalent_minimo,r_covalent_maximo,Valence_media,Valence_media_pon,Valence_std,Valence_std_pon,Valence_minimo,Valence_maximo,PeriodicColumn_media,PeriodicColumn_media_pon,PeriodicColumn_std,PeriodicColumn_std_pon,PeriodicColumn_minimo,PeriodicColumn_maximo,PeriodicColumn_upto18_media,PeriodicColumn_upto18_media_pon,PeriodicColumn_upto18_std,PeriodicColumn_upto18_std_pon,PeriodicColumn_upto18_minimo,PeriodicColumn_upto18_maximo,NumberUnfilledOrbitals_media,NumberUnfilledOrbitals_media_pon,NumberUnfilledOrbitals_std,NumberUnfilledOrbitals_std_pon,NumberUnfilledOrbitals_minimo,NumberUnfilledOrbitals_maximo,Polarizability_media,Polarizability_media_pon,Polarizability_std,Polarizability_std_pon,Polarizability_minimo,Polarizability_maximo,target
CoS2,P-6m2,21.5,19.666666666666668,5.5,1.8333333333333321,16.0,27.0,2.23,2.3466666666666667,0.3500000000000001,-0.1166666666666667,1.88,2.58,-9.599450000000001,-10.3079,2.12535,0.70845,-11.7248,-7.4741,-1.9867,-2.1907666666666668,0.6122,0.20406666666666673,-2.5989,-1.3745,-5.7093,-6.142333333333333,1.2991000000000001,0.4330333333333334,-7.0084,-4.4102,2.44035,3.1733999999999996,2.19915,-0.7330499999999995,0.2412,4.6395,1.0219,0.9303666666666667,0.2746,0.0915333333333333,0.7473,1.2965,1.2287000000000001,1.1022333333333334,0.3794,0.12646666666666667,0.8493,1.6081,0.8762,1.0486,0.5172,-0.1724,0.359,1.3934,1.1400000000000001,1.0999999999999999,0.12,0.04000000000000015,1.02,1.26,0.60415,0.6858666666666666,0.24515000000000003,-0.0817166666666666,0.359,0.8493,1.155,1.12,0.10499999999999998,0.03499999999999992,1.05,1.26,7.5,7.0,1.5,0.5,6.0,9.0,7.5,7.0,1.5,0.5,6.0,9.0,12.5,13.666666666666666,3.5,-1.166666666666666,9.0,16.0,2.5,2.3333333333333335,0.5,0.16666666666666652,2.0,3.0,36.185,30.580000000000002,16.814999999999998,5.604999999999999,19.37,53.0,1
CoSe2,P-4m2,30.5,31.666666666666668,3.5,-1.1666666666666679,27.0,34.0,2.215,2.3266666666666667,0.33499999999999996,-0.1116666666666668,1.88,2.55,-9.134,-9.6873,1.6599000000000004,0.5533000000000001,-10.7939,-7.4741,-1.95445,-2.147766666666667,0.5799500000000001,0.19331666666666691,-2.5344,-1.3745,-5.46035,-5.8104000000000005,1.0501500000000004,0.3500500000000004,-6.5105,-4.4102,2.49205,3.242333333333333,2.25085,-0.750283333333333,0.2412,4.7429,1.0481,0.9653,0.2484,0.08279999999999993,0.7997,1.2965,1.28295,1.1745666666666665,0.32515000000000005,0.1083833333333335,0.9578,1.6081,0.29935,0.2794666666666667,0.059649999999999995,0.019883333333333295,0.2397,0.359,1.21,1.1933333333333334,0.050000000000000044,0.016666666666666607,1.16,1.26,0.6584,0.7582,0.2994,-0.0998,0.359,0.9578,1.23,1.22,0.030000000000000027,0.010000000000000009,1.2,1.26,12.5,13.666666666666666,3.5,-1.166666666666666,9.0,16.0,7.5,7.0,1.5,0.5,6.0,9.0,12.5,13.666666666666666,3.5,-1.166666666666666,9.0,16.0,2.5,2.3333333333333335,0.5,0.16666666666666652,2.0,3.0,39.62,35.16,13.38,4.460000000000003,26.24,53.0,1
CoTe2,P-3m1,39.5,43.666666666666664,12.5,-4.166666666666664,27.0,52.0,1.99,2.026666666666667,0.1100000000000001,-0.03666666666666685,1.88,2.1,-8.585049999999999,-8.955366666666666,1.1109499999999999,0.3703166666666666,-9.696,-7.4741,-1.91085,-2.0896333333333335,0.53635,0.1787833333333334,-2.4472,-1.3745,-5.180949999999999,-5.437866666666667,0.77075,0.25691666666666757,-5.9517,-4.4102,2.11465,2.739133333333333,1.87345,-0.6244833333333331,0.2412,3.9881,1.1231,1.0653,0.1734,0.057800000000000074,0.9497,1.2965,1.37865,1.3021666666666667,0.22945000000000004,0.07648333333333335,1.1492,1.6081,0.39415,0.40586666666666665,0.035150000000000015,-0.011716666666666653,0.359,0.4293,1.3050000000000002,1.32,0.04500000000000004,-0.015000000000000013,1.26,1.35,0.7541,0.8858,0.3951,-0.13170000000000004,0.359,1.1492,1.3199999999999998,1.3399999999999999,0.05999999999999994,-0.019999999999999907,1.26,1.38,12.5,13.666666666666666,3.5,-1.166666666666666,9.0,16.0,7.5,7.0,1.5,0.5,6.0,9.0,12.5,13.666666666666666,3.5,-1.166666666666666,9.0,16.0,2.5,2.3333333333333335,0.5,0.16666666666666652,2.0,3.0,45.0,42.333333333333336,8.0,2.6666666666666643,37.0,53.0,1
CrAs2,P-3m1,28.5,30.0,4.5,-1.5,24.0,33.0,1.92,2.006666666666667,0.2600000000000001,-0.08666666666666678,1.66,2.18,-8.21345,-8.5081,0.88395,0.2946500000000003,-9.0974,-7.3295,-1.1806,-1.3212333333333335,0.4219,0.14063333333333344,-1.6025,-0.7587,-4.8309,-4.952733333333334,0.36549999999999994,0.1218333333333339,-5.1964,-4.4654,2.3438000000000003,2.9617333333333336,1.8538000000000001,-0.6179333333333334,0.49,4.1976,1.1412,1.0460666666666667,0.28540000000000004,0.09513333333333335,0.8558,1.4266,1.2285,1.1692333333333333,0.17780000000000007,0.05926666666666669,1.0507,1.4063,0.3458,0.31466666666666665,0.09339999999999998,0.031133333333333346,0.2524,0.4392,1.23,1.2166666666666666,0.040000000000000036,0.01333333333333342,1.19,1.27,0.74495,0.8468666666666667,0.30574999999999997,-0.10191666666666668,0.4392,1.0507,1.29,1.2566666666666666,0.09999999999999998,0.033333333333333326,1.19,1.39,10.5,12.0,4.5,-1.5,6.0,15.0,5.5,5.333333333333333,0.5,0.16666666666666696,5.0,6.0,10.5,12.0,4.5,-1.5,6.0,15.0,4.5,4.0,1.5,0.5,3.0,6.0,53.9,45.86666666666667,24.099999999999998,8.033333333333333,29.8,78.0,1
CrSe2,P-6m2,29.0,30.666666666666668,5.0,-1.6666666666666679,24.0,34.0,2.105,2.2533333333333334,0.44499999999999995,-0.14833333333333354,1.66,2.55,-9.0617,-9.639100000000001,1.7322000000000002,0.5774000000000004,-10.7939,-7.3295,-1.6465500000000002,-1.9425000000000001,0.88785,0.29595000000000005,-2.5344,-0.7587,-5.48795,-5.8288,1.0225500000000003,0.3408500000000001,-6.5105,-4.4654,2.61645,3.3252666666666664,2.12645,-0.7088166666666667,0.49,4.7429,1.11315,1.0086666666666666,0.31345000000000006,0.10448333333333343,0.7997,1.4266,1.18205,1.1073000000000002,0.22425000000000006,0.07474999999999987,0.9578,1.4063,0.33945,0.30619999999999997,0.09974999999999999,0.033250000000000016,0.2397,0.4392,1.2149999999999999,1.1966666666666665,0.05500000000000005,0.018333333333333424,1.16,1.27,0.6985,0.7849333333333334,0.2593,-0.08643333333333339,0.4392,0.9578,1.295,1.2633333333333334,0.09499999999999997,0.03166666666666651,1.2,1.39,11.0,12.666666666666666,5.0,-1.666666666666666,6.0,16.0,6.0,6.0,0.0,0.0,6.0,6.0,11.0,12.666666666666666,5.0,-1.666666666666666,6.0,16.0,4.0,3.3333333333333335,2.0,0.6666666666666665,2.0,6.0,52.12,43.49333333333333,25.88,8.626666666666667,26.24,78.0,0
CuLi2,P-6m2,16.0,11.666666666666666,13.0,4.333333333333335,3.0,29.0,1.44,1.2866666666666666,0.45999999999999996,0.15333333333333332,0.98,1.9,-6.8258,-6.3374,1.4652000000000003,-0.4884000000000004,-8.291,-5.3606,-1.00955,-0.8684666666666668,0.42324999999999996,-0.14108333333333323,-1.4328,-0.5863,-3.7413,-3.4523333333333333,0.8669,-0.2889666666666668,-4.6082,-2.8744,0.22475,-0.15263333333333332,1.13215,0.37738333333333335,-0.9074,1.3569,1.43,1.5059333333333331,0.2278,-0.07593333333333319,1.2022,1.6578,1.5683,1.6746666666666667,0.31909999999999994,-0.10636666666666672,1.2492,1.8874,1.20295,1.4976,0.88395,-0.2946500000000001,0.319,2.0869,1.3599999999999999,1.3533333333333335,0.019999999999999907,0.0066666666666664876,1.34,1.38,1.43,1.5059333333333331,0.2278,-0.07593333333333319,1.2022,1.6578,1.3,1.2933333333333332,0.020000000000000018,0.006666666666666821,1.28,1.32,6.0,4.333333333333333,5.0,1.666666666666667,1.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,4.333333333333333,5.0,1.666666666666667,1.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,108.72,127.14666666666666,55.28,-18.426666666666662,53.44,164.0,1
CuTe2,P-6m2,40.5,44.333333333333336,11.5,-3.8333333333333357,29.0,52.0,2.0,2.033333333333333,0.10000000000000009,-0.033333333333333215,1.9,2.1,-8.993500000000001,-9.227666666666666,0.7024999999999997,0.23416666666666597,-9.696,-8.291,-1.94,-2.1090666666666666,0.5072,0.1690666666666666,-2.4472,-1.4328,-5.2799499999999995,-5.503866666666667,0.6717499999999998,0.2239166666666672,-5.9517,-4.6082,2.6725000000000003,3.1110333333333333,1.3156,-0.4385333333333332,1.3569,3.9881,1.07595,1.0338666666666667,0.12624999999999997,0.04208333333333325,0.9497,1.2022,1.1992,1.1825333333333334,0.050000000000000044,0.016666666666666607,1.1492,1.2492,0.37415,0.39253333333333335,0.055150000000000005,-0.018383333333333335,0.319,0.4293,1.365,1.36,0.014999999999999902,0.004999999999999893,1.35,1.38,1.1757,1.1668666666666667,0.026499999999999968,0.008833333333333249,1.1492,1.2022,1.35,1.36,0.029999999999999916,-0.01000000000000012,1.32,1.38,13.5,14.333333333333334,2.5,-0.8333333333333339,11.0,16.0,3.5,4.333333333333333,2.5,-0.833333333333333,1.0,6.0,13.5,14.333333333333334,2.5,-0.8333333333333339,11.0,16.0,1.5,1.6666666666666667,0.5,-0.16666666666666674,1.0,2.0,45.22,42.48,8.219999999999999,2.740000000000002,37.0,53.44,1
GaBr2,P-6m2,33.0,33.666666666666664,2.0,-0.6666666666666643,31.0,35.0,2.385,2.5766666666666667,0.575,-0.19166666666666665,1.81,2.96,-9.06825,-10.213633333333334,3.43615,1.1453833333333336,-12.5044,-5.6321,-1.6943000000000001,-2.3012,1.8207000000000002,0.6069,-3.515,0.1264,-5.2188,-6.0987,2.6397,0.8798999999999999,-7.8585,-2.5791,4.34615,4.703866666666666,1.0731499999999998,-0.35771666666666646,3.273,5.4193,0.8770499999999999,0.8351666666666665,0.12564999999999998,0.04188333333333344,0.7514,1.0027,1.1137000000000001,1.0369333333333335,0.23030000000000006,0.07676666666666654,0.8834,1.344,0.2552,0.24616666666666664,0.0271,0.009033333333333352,0.2281,0.2823,1.2,1.18,0.06000000000000005,0.020000000000000018,1.14,1.26,1.1137000000000001,1.0369333333333335,0.23030000000000006,0.07676666666666654,0.8834,1.344,1.21,1.2066666666666668,0.010000000000000009,0.0033333333333331883,1.2,1.22,15.0,15.666666666666666,2.0,-0.6666666666666661,13.0,17.0,5.0,5.666666666666667,2.0,-0.666666666666667,3.0,7.0,15.0,15.666666666666666,2.0,-0.6666666666666661,13.0,17.0,3.0,2.3333333333333335,2.0,0.6666666666666665,1.0,5.0,36.6,31.666666666666668,14.799999999999999,4.933333333333332,21.8,51.4,1
GaF2,P-4m2,20.0,16.333333333333332,11.0,3.666666666666668,9.0,31.0,2.895,3.2566666666666664,1.085,-0.36166666666666636,1.81,3.98,-12.4426,-14.712766666666667,6.810499999999999,2.2701666666666664,-19.2531,-5.6321,-1.9792000000000003,-2.6810666666666667,2.1056000000000004,0.7018666666666664,-4.0848,0.1264,-6.846550000000001,-8.269033333333335,4.26745,1.422483333333334,-11.114,-2.5791,2.49535,2.2361333333333335,0.7776500000000001,0.25921666666666654,1.7177,3.273,0.7035499999999999,0.6038333333333333,0.29914999999999997,0.09971666666666662,0.4044,1.0027,0.859,0.6973333333333334,0.48500000000000004,0.16166666666666668,0.374,1.344,0.6738999999999999,0.8044333333333332,0.39159999999999995,-0.13053333333333328,0.2823,1.0655,0.985,0.8933333333333332,0.275,0.09166666666666679,0.71,1.26,0.859,0.6973333333333334,0.48500000000000004,0.16166666666666668,0.374,1.344,0.895,0.7866666666666666,0.325,0.10833333333333334,0.57,1.22,10.0,9.0,3.0,1.0,7.0,13.0,5.0,5.666666666666667,2.0,-0.666666666666667,3.0,7.0,15.0,15.666666666666666,2.0,-0.6666666666666661,13.0,17.0,3.0,2.3333333333333335,2.0,0.6666666666666665,1.0,5.0,27.55,19.599999999999998,23.85,7.950000000000001,3.7,51.4,1
GaSe2,P-4m2,32.5,33.0,1.5,-0.5,31.0,34.0,2.1799999999999997,2.3033333333333332,0.3699999999999999,-0.1233333333333333,1.81,2.55,-8.213000000000001,-9.073300000000001,2.5809,0.860300000000001,-10.7939,-5.6321,-1.2040000000000002,-1.6474666666666666,1.3304,0.44346666666666656,-2.5344,0.1264,-4.5448,-5.200033333333334,1.9657000000000002,0.6552333333333336,-6.5105,-2.5791,4.00795,4.252933333333333,0.7349499999999998,-0.2449833333333331,3.273,4.7429,0.9012,0.8673666666666667,0.10149999999999998,0.033833333333333215,0.7997,1.0027,1.1509,1.0865333333333334,0.19310000000000005,0.06436666666666668,0.9578,1.344,0.261,0.2539,0.0213,0.007099999999999981,0.2397,0.2823,1.21,1.1933333333333334,0.050000000000000044,0.016666666666666607,1.16,1.26,1.1509,1.0865333333333334,0.19310000000000005,0.06436666666666668,0.9578,1.344,1.21,1.2066666666666668,0.010000000000000009,0.0033333333333331883,1.2,1.22,14.5,15.0,1.5,-0.5,13.0,16.0,4.5,5.0,1.5,-0.5,3.0,6.0,14.5,15.0,1.5,-0.5,13.0,16.0,3.5,3.0,1.5,0.5,2.0,5.0,38.82,34.626666666666665,12.58,4.193333333333333,26.24,51.4,1
GeO2,P-4m2,20.0,16.0,12.0,4.0,8.0,32.0,2.7249999999999996,2.9633333333333334,0.7150000000000001,-0.2383333333333335,2.01,3.44,-11.849400000000001,-13.334933333333334,4.456600000000001,1.4855333333333332,-16.306,-7.3928,-1.7646,-2.1154333333333333,1.0525,0.35083333333333333,-2.8171,-0.7121,-6.46265,-7.3186,2.56785,0.85595,-9.0305,-3.8948,3.816,3.9468,0.3924000000000001,-0.13080000000000003,3.4236,4.2084,0.6914,0.6145333333333333,0.23060000000000003,0.07686666666666675,0.4608,0.922,0.8027,0.6795666666666667,0.36939999999999995,0.12313333333333332,0.4333,1.1721,0.6708,0.8055333333333333,0.4042,-0.13473333333333332,0.2666,1.075,0.975,0.8933333333333332,0.245,0.08166666666666678,0.73,1.22,0.8027,0.6795666666666667,0.36939999999999995,0.12313333333333332,0.4333,1.1721,0.9299999999999999,0.84,0.26999999999999996,0.09000000000000002,0.66,1.2,10.0,8.666666666666666,4.0,1.333333333333334,6.0,14.0,5.0,5.333333333333333,1.0,-0.33333333333333304,4.0,6.0,15.0,15.333333333333334,1.0,-0.3333333333333339,14.0,16.0,3.0,2.6666666666666665,1.0,0.3333333333333335,2.0,4.0,22.335,16.636666666666667,17.095,5.698333333333333,5.24,39.43,0
GeS2,P-4m2,24.0,21.333333333333332,8.0,2.666666666666668,16.0,32.0,2.295,2.39,0.28500000000000014,-0.0950000000000002,2.01,2.58,-9.5588,-10.280800000000001,2.166,0.7220000000000009,-11.7248,-7.3928,-1.6555,-1.9699666666666669,0.9434,0.3144666666666669,-2.5989,-0.7121,-5.4516,-5.970533333333333,1.5568,0.518933333333333,-7.0084,-3.8948,4.03155,4.2342,0.60795,-0.20265000000000044,3.4236,4.6395,0.83465,0.8055333333333333,0.08735000000000004,0.02911666666666668,0.7473,0.922,1.0107,0.9569000000000001,0.16139999999999993,0.0537999999999999,0.8493,1.1721,0.83,1.0178,0.5633999999999999,-0.18780000000000008,0.2666,1.3934,1.12,1.0866666666666667,0.09999999999999998,0.033333333333333326,1.02,1.22,1.0107,0.9569000000000001,0.16139999999999993,0.0537999999999999,0.8493,1.1721,1.125,1.0999999999999999,0.07499999999999996,0.025000000000000133,1.05,1.2,10.0,8.666666666666666,4.0,1.333333333333334,6.0,14.0,5.0,5.333333333333333,1.0,-0.33333333333333304,4.0,6.0,15.0,15.333333333333334,1.0,-0.3333333333333339,14.0,16.0,3.0,2.6666666666666665,1.0,0.3333333333333335,2.0,4.0,29.4,26.05666666666667,10.03,3.343333333333332,19.37,39.43,0
GeSe2,P-6m2,33.0,33.333333333333336,1.0,-0.3333333333333357,32.0,34.0,2.28,2.3699999999999997,0.27,-0.08999999999999986,2.01,2.55,-9.093350000000001,-9.660200000000001,1.7005500000000002,0.566850000000001,-10.7939,-7.3928,-1.62325,-1.926966666666667,0.9111500000000001,0.30371666666666686,-2.5344,-0.7121,-5.20265,-5.6386,1.3078500000000002,0.43595000000000006,-6.5105,-3.8948,4.08325,4.303133333333333,0.6596499999999998,-0.21988333333333343,3.4236,4.7429,0.86085,0.8404666666666666,0.06115000000000004,0.02038333333333342,0.7997,0.922,1.06495,1.0292333333333332,0.10714999999999997,0.03571666666666673,0.9578,1.1721,0.25315,0.24866666666666667,0.013450000000000004,0.004483333333333325,0.2397,0.2666,1.19,1.18,0.030000000000000027,0.010000000000000009,1.16,1.22,1.06495,1.0292333333333332,0.10714999999999997,0.03571666666666673,0.9578,1.1721,1.2,1.2,0.0,0.0,1.2,1.2,15.0,15.333333333333334,1.0,-0.3333333333333339,14.0,16.0,5.0,5.333333333333333,1.0,-0.33333333333333304,4.0,6.0,15.0,15.333333333333334,1.0,-0.3333333333333339,14.0,16.0,3.0,2.6666666666666665,1.0,0.3333333333333335,2.0,4.0,32.835,30.636666666666667,6.595000000000001,2.1983333333333324,26.24,39.43,1
GeTe2,P-4m2,42.0,45.333333333333336,10.0,-3.3333333333333357,32.0,52.0,2.0549999999999997,2.07,0.04500000000000015,-0.014999999999999902,2.01,2.1,-8.5444,-8.928266666666667,1.1515999999999997,0.38386666666666747,-9.696,-7.3928,-1.57965,-1.8688333333333336,0.86755,0.28918333333333357,-2.4472,-0.7121,-4.9232499999999995,-5.266066666666666,1.0284499999999999,0.3428166666666663,-5.9517,-3.8948,3.70585,3.7999333333333336,0.2822500000000001,-0.09408333333333352,3.4236,3.9881,0.9358500000000001,0.9404666666666667,0.013849999999999973,-0.004616666666666658,0.922,0.9497,1.16065,1.1568333333333334,0.01144999999999996,0.0038166666666665794,1.1492,1.1721,0.34795,0.37506666666666666,0.08135,-0.02711666666666665,0.2666,0.4293,1.2850000000000001,1.3066666666666666,0.06500000000000006,-0.021666666666666612,1.22,1.35,1.16065,1.1568333333333334,0.01144999999999996,0.0038166666666665794,1.1492,1.1721,1.29,1.32,0.08999999999999998,-0.030000000000000138,1.2,1.38,15.0,15.333333333333334,1.0,-0.3333333333333339,14.0,16.0,5.0,5.333333333333333,1.0,-0.33333333333333304,4.0,6.0,15.0,15.333333333333334,1.0,-0.3333333333333339,14.0,16.0,3.0,2.6666666666666665,1.0,0.3333333333333335,2.0,4.0,38.215,37.81,1.2149999999999999,0.4049999999999976,37.0,39.43,1
HfAs2,P-3m1,52.5,46.0,19.5,6.5,33.0,72.0,1.7400000000000002,1.8866666666666667,0.44000000000000006,-0.1466666666666666,1.3,2.18,-7.79795,-8.2311,1.2994500000000002,0.4331499999999995,-9.0974,-6.4985,-0.41265,-0.8092666666666667,1.18985,0.3966166666666667,-1.6025,0.7772,-3.94505,-4.362166666666666,1.2513499999999997,0.41711666666666614,-5.1964,-2.6937,1.8597500000000002,2.6390333333333333,2.3378500000000004,-0.7792833333333331,-0.4781,4.1976,1.1962,1.0827333333333333,0.3404,0.11346666666666666,0.8558,1.5366,1.39115,1.2776666666666667,0.34045000000000003,0.11348333333333327,1.0507,1.7316,0.57375,0.4666333333333334,0.32134999999999997,0.10711666666666661,0.2524,0.8951,1.345,1.2933333333333332,0.15500000000000003,0.05166666666666675,1.19,1.5,0.9729,0.9988333333333334,0.07779999999999998,-0.025933333333333364,0.8951,1.0507,1.47,1.3766666666666667,0.28,0.09333333333333327,1.19,1.75,16.5,16.0,1.5,0.5,15.0,18.0,4.5,4.666666666666667,0.5,-0.16666666666666696,4.0,5.0,9.5,11.333333333333334,5.5,-1.833333333333334,4.0,15.0,5.5,4.666666666666667,2.5,0.833333333333333,3.0,8.0,69.4,56.199999999999996,39.6,13.200000000000005,29.8,109.0,1
HfBr2,P-3m1,53.5,47.333333333333336,18.5,6.166666666666664,35.0,72.0,2.13,2.4066666666666667,0.83,-0.2766666666666667,1.3,2.96,-9.50145,-10.502433333333334,3.0029500000000002,1.000983333333334,-12.5044,-6.4985,-1.3689,-2.0842666666666667,2.1461,0.7153666666666667,-3.515,0.7772,-5.2761000000000005,-6.136900000000001,2.5824,0.8608000000000005,-7.8585,-2.6937,2.4705999999999997,3.4535,2.9486999999999997,-0.9829000000000001,-0.4781,5.4193,1.144,1.0131333333333332,0.3926,0.13086666666666674,0.7514,1.5366,1.3075,1.1661333333333335,0.42410000000000003,0.14136666666666653,0.8834,1.7316,0.5616,0.4504333333333333,0.3335,0.1111666666666667,0.2281,0.8951,1.3199999999999998,1.26,0.18000000000000005,0.05999999999999994,1.14,1.5,0.88925,0.8873000000000001,0.005850000000000022,0.0019499999999998963,0.8834,0.8951,1.475,1.3833333333333335,0.275,0.09166666666666645,1.2,1.75,17.5,17.333333333333332,0.5,0.16666666666666785,17.0,18.0,5.5,6.0,1.5,-0.5,4.0,7.0,10.5,12.666666666666666,6.5,-2.166666666666666,4.0,17.0,4.5,3.3333333333333335,3.5,1.1666666666666663,1.0,8.0,65.4,50.86666666666667,43.6,14.533333333333333,21.8,109.0,1
HfCl2,P-4m2,44.5,35.333333333333336,27.5,9.166666666666664,17.0,72.0,2.23,2.54,0.93,-0.30999999999999994,1.3,3.16,-10.162700000000001,-11.384099999999998,3.6642,1.2213999999999983,-13.8269,-6.4985,-1.4546,-2.1985333333333332,2.2318,0.7439333333333333,-3.6864,0.7772,-5.6442,-6.6277,2.9505,0.9835,-8.5947,-2.6937,2.2230499999999997,3.1234333333333333,2.7011499999999997,-0.9003833333333333,-0.4781,4.9242,1.10755,0.9645333333333334,0.42905,0.14301666666666663,0.6785,1.5366,1.24415,1.0816666666666668,0.48745,0.16248333333333326,0.7567,1.7316,1.1219999999999999,1.1976333333333333,0.2269,-0.07563333333333333,0.8951,1.3489,1.245,1.16,0.255,0.08500000000000008,0.99,1.5,0.8259000000000001,0.8028333333333334,0.06919999999999998,0.023066666666666624,0.7567,0.8951,1.385,1.2633333333333334,0.365,0.12166666666666659,1.02,1.75,12.5,10.666666666666666,5.5,1.833333333333334,7.0,18.0,5.5,6.0,1.5,-0.5,4.0,7.0,10.5,12.666666666666666,6.5,-2.166666666666666,4.0,17.0,4.5,3.3333333333333335,3.5,1.1666666666666663,1.0,8.0,61.785,46.04666666666666,47.215,15.73833333333334,14.57,109.0,1
HfH2,P-6m2,36.5,24.666666666666668,35.5,11.83333333333333,1.0,72.0,1.75,1.9000000000000001,0.45000000000000007,-0.15000000000000002,1.3,2.2,-9.5909,-10.621699999999999,3.0923999999999996,1.0307999999999993,-12.6833,-6.4985,-0.37505000000000005,-0.7591333333333333,1.15225,0.3840833333333333,-1.5273,0.7772,-4.5931,-5.226233333333333,1.8993999999999998,0.6331333333333331,-6.4925,-2.6937,0.12344999999999998,0.3239666666666667,0.60155,-0.2005166666666667,-0.4781,0.725,0.96155,0.7698666666666667,0.57505,0.1916833333333333,0.3865,1.5366,,,,,,,,,,,,,0.935,0.7466666666666667,0.565,0.1883333333333333,0.37,1.5,0.6408,0.5560333333333333,0.25429999999999997,0.08476666666666674,0.3865,0.8951,1.03,0.79,0.72,0.23999999999999996,0.31,1.75,9.5,6.666666666666667,8.5,2.8333333333333326,1.0,18.0,2.5,2.0,1.5,0.5,1.0,4.0,2.5,2.0,1.5,0.5,1.0,4.0,4.5,3.3333333333333335,3.5,1.1666666666666663,1.0,8.0,56.75355371185,39.3380716158,52.246446288150004,17.41548209605,4.5071074237,109.0,1
HfI2,P-4m2,62.5,59.333333333333336,9.5,3.1666666666666643,53.0,72.0,1.98,2.2066666666666666,0.68,-0.22666666666666646,1.3,2.66,-8.79505,-9.560566666666666,2.29655,0.7655166666666666,-11.0916,-6.4985,-1.27015,-1.9526000000000001,2.04735,0.6824500000000001,-3.3175,0.7772,-4.8888,-5.6205,2.1951,0.7316999999999998,-7.0839,-2.6937,1.87435,2.6584999999999996,2.35245,-0.7841499999999997,-0.4781,4.2268,1.2195,1.1138000000000001,0.3171,0.10569999999999985,0.9024,1.5366,1.4032499999999999,1.2938,0.32835000000000003,0.10944999999999994,1.0749,1.7316,0.6535,0.5729666666666667,0.2416,0.08053333333333326,0.4119,0.8951,1.415,1.3866666666666667,0.08499999999999996,0.02833333333333332,1.33,1.5,0.985,1.0149666666666668,0.08989999999999998,-0.029966666666666808,0.8951,1.0749,1.5699999999999998,1.5099999999999998,0.18000000000000005,0.060000000000000164,1.39,1.75,17.5,17.333333333333332,0.5,0.16666666666666785,17.0,18.0,5.5,6.0,1.5,-0.5,4.0,7.0,10.5,12.666666666666666,6.5,-2.166666666666666,4.0,17.0,4.5,3.3333333333333335,3.5,1.1666666666666663,1.0,8.0,71.8,59.4,37.199999999999996,12.400000000000002,34.6,109.0,1
