Material,Space Group,Z_media,Z_media_pon,Z_std,Z_std_pon,Z_minimo,Z_maximo,Electronegativity_media,Electronegativity_media_pon,Electronegativity_std,Electronegativity_std_pon,Electronegativity_minimo,Electronegativity_maximo,IonizationPotential_media,IonizationPotential_media_pon,IonizationPotential_std,IonizationPotential_std_pon,IonizationPotential_minimo,IonizationPotential_maximo,ElectronAffinity_media,ElectronAffinity_media_pon,ElectronAffinity_std,ElectronAffinity_std_pon,ElectronAffinity_minimo,ElectronAffinity_maximo,HOMO_media,HOMO_media_pon,HOMO_std,HOMO_std_pon,HOMO_minimo,HOMO_maximo,LUMO_media,LUMO_media_pon,LUMO_std,LUMO_std_pon,LUMO_minimo,LUMO_maximo,r_s_orbital_media,r_s_orbital_media_pon,r_s_orbital_std,r_s_orbital_std_pon,r_s_orbital_minimo,r_s_orbital_maximo,r_p_orbital_media,r_p_orbital_media_pon,r_p_orbital_std,r_p_orbital_std_pon,r_p_orbital_minimo,r_p_orbital_maximo,r_d_orbital_media,r_d_orbital_media_pon,r_d_orbital_std,r_d_orbital_std_pon,r_d_orbital_minimo,r_d_orbital_maximo,r_atomic_nonbonded_media,r_atomic_nonbonded_media_pon,r_atomic_nonbonded_std,r_atomic_nonbonded_std_pon,r_atomic_nonbonded_minimo,r_atomic_nonbonded_maximo,r_valence_lastorbital_media,r_valence_lastorbital_media_pon,r_valence_lastorbital_std,r_valence_lastorbital_std_pon,r_valence_lastorbital_minimo,r_valence_lastorbital_maximo,r_covalent_media,r_covalent_media_pon,r_covalent_std,r_covalent_std_pon,r_covalent_minimo,r_covalent_maximo,Valence_media,Valence_media_pon,Valence_std,Valence_std_pon,Valence_minimo,Valence_maximo,PeriodicColumn_media,PeriodicColumn_media_pon,PeriodicColumn_std,PeriodicColumn_std_pon,PeriodicColumn_minimo,PeriodicColumn_maximo,PeriodicColumn_upto18_media,PeriodicColumn_upto18_media_pon,PeriodicColumn_upto18_std,PeriodicColumn_upto18_std_pon,PeriodicColumn_upto18_minimo,PeriodicColumn_upto18_maximo,NumberUnfilledOrbitals_media,NumberUnfilledOrbitals_media_pon,NumberUnfilledOrbitals_std,NumberUnfilledOrbitals_std_pon,NumberUnfilledOrbitals_minimo,NumberUnfilledOrbitals_maximo,Polarizability_media,Polarizability_media_pon,Polarizability_std,Polarizability_std_pon,Polarizability_minimo,Polarizability_maximo,target
HfLi2,P-6m2,37.5,26.0,34.5,11.5,3.0,72.0,1.1400000000000001,1.0866666666666667,0.16000000000000003,0.053333333333333344,0.98,1.3,-5.92955,-5.7399,0.5689500000000001,-0.18965000000000032,-6.4985,-5.3606,0.09544999999999998,-0.13180000000000003,0.6817500000000001,0.22725,-0.5863,0.7772,-2.78405,-2.814166666666667,0.09034999999999993,0.03011666666666679,-2.8744,-2.6937,-0.69275,-0.7643,0.21464999999999998,0.07154999999999997,-0.9074,-0.4781,1.5972,1.6174,0.06059999999999999,-0.020199999999999996,1.5366,1.6578,1.8094999999999999,1.8354666666666668,0.07789999999999997,-0.025966666666666804,1.7316,1.8874,1.491,1.6896333333333333,0.5959,-0.19863333333333333,0.8951,2.0869,1.42,1.3933333333333333,0.07999999999999996,0.026666666666666727,1.34,1.5,1.27645,1.4035666666666666,0.38134999999999997,-0.12711666666666666,0.8951,1.6578,1.5150000000000001,1.4366666666666668,0.235,0.07833333333333325,1.28,1.75,9.5,6.666666666666667,8.5,2.8333333333333326,1.0,18.0,2.5,2.0,1.5,0.5,1.0,4.0,2.5,2.0,1.5,0.5,1.0,4.0,4.5,3.3333333333333335,3.5,1.1666666666666663,1.0,8.0,136.5,145.66666666666666,27.5,-9.166666666666657,109.0,164.0,1
HfS2,P-6m2,44.0,34.666666666666664,28.0,9.333333333333336,16.0,72.0,1.94,2.1533333333333333,0.64,-0.21333333333333326,1.3,2.58,-9.111650000000001,-9.9827,2.61315,0.8710499999999994,-11.7248,-6.4985,-0.9108499999999999,-1.4735333333333334,1.68805,0.5626833333333333,-2.5989,0.7772,-4.85105,-5.570166666666666,2.1573499999999997,0.7191166666666662,-7.0084,-2.6937,2.0806999999999998,2.9336333333333333,2.5587999999999997,-0.8529333333333333,-0.4781,4.6395,1.14195,1.0104,0.39465,0.13155,0.7473,1.5366,1.29045,1.1434,0.44115,0.14705000000000007,0.8493,1.7316,1.14425,1.2272999999999998,0.24914999999999998,-0.08304999999999985,0.8951,1.3934,1.26,1.18,0.24,0.08000000000000007,1.02,1.5,0.8722000000000001,0.8645666666666667,0.022899999999999972,0.007633333333333325,0.8493,0.8951,1.4,1.2833333333333334,0.35,0.11666666666666659,1.05,1.75,12.0,10.0,6.0,2.0,6.0,18.0,5.0,5.333333333333333,1.0,-0.33333333333333304,4.0,6.0,10.0,12.0,6.0,-2.0,4.0,16.0,5.0,4.0,3.0,1.0,2.0,8.0,64.185,49.24666666666667,44.815,14.93833333333333,19.37,109.0,0
HfSb2,P-3m1,61.5,58.0,10.5,3.5,51.0,72.0,1.6749999999999998,1.7999999999999998,0.3749999999999999,-0.12499999999999989,1.3,2.05,-7.39515,-7.6940333333333335,0.8966500000000002,0.2988833333333334,-8.2918,-6.4985,-0.39499999999999996,-0.7857333333333333,1.1722,0.3907333333333333,-1.5672,0.7772,-3.76025,-4.115766666666667,1.06655,0.35551666666666626,-4.8268,-2.6937,2.12825,2.997033333333334,2.60635,-0.8687833333333337,-0.4781,4.7346,1.27005,1.1812,0.26654999999999995,0.08884999999999998,1.0035,1.5366,1.4858,1.4038666666666666,0.24580000000000002,0.08193333333333341,1.24,1.7316,0.6717,0.5972333333333334,0.22340000000000002,0.0744666666666666,0.4483,0.8951,1.44,1.42,0.06000000000000005,0.020000000000000018,1.38,1.5,1.06755,1.1250333333333333,0.17245,-0.05748333333333333,0.8951,1.24,1.5699999999999998,1.5099999999999998,0.18000000000000005,0.060000000000000164,1.39,1.75,16.5,16.0,1.5,0.5,15.0,18.0,4.5,4.666666666666667,0.5,-0.16666666666666696,4.0,5.0,9.5,11.333333333333334,5.5,-1.833333333333334,4.0,15.0,5.5,4.666666666666667,2.5,0.833333333333333,3.0,8.0,75.775,64.7,33.225,11.074999999999996,42.55,109.0,1
HfTe2,P-3m1,62.0,58.666666666666664,10.0,3.3333333333333357,52.0,72.0,1.7000000000000002,1.8333333333333333,0.4,-0.1333333333333332,1.3,2.1,-8.097249999999999,-8.630166666666666,1.59875,0.532916666666666,-9.696,-6.4985,-0.835,-1.3724,1.6122,0.5374,-2.4472,0.7772,-4.3227,-4.8656999999999995,1.6289999999999998,0.5429999999999995,-5.9517,-2.6937,1.7550000000000001,2.4993666666666665,2.2331000000000003,-0.7443666666666664,-0.4781,3.9881,1.24315,1.1453333333333333,0.29345,0.09781666666666666,0.9497,1.5366,1.4404,1.3433333333333335,0.2912,0.09706666666666652,1.1492,1.7316,0.6622,0.5845666666666667,0.2329,0.07763333333333333,0.4293,0.8951,1.425,1.4000000000000001,0.07499999999999996,0.02499999999999991,1.35,1.5,1.02215,1.0645,0.12705,-0.04235,0.8951,1.1492,1.565,1.5033333333333332,0.18500000000000005,0.06166666666666676,1.38,1.75,17.0,16.666666666666668,1.0,0.33333333333333215,16.0,18.0,5.0,5.333333333333333,1.0,-0.33333333333333304,4.0,6.0,10.0,12.0,6.0,-2.0,4.0,16.0,5.0,4.0,3.0,1.0,2.0,8.0,73.0,61.0,36.0,12.0,37.0,109.0,1
HgBr2,P-4m2,57.5,50.0,22.5,7.5,35.0,80.0,2.48,2.64,0.48,-0.16000000000000014,2.0,2.96,-11.611699999999999,-11.909266666666667,0.8927000000000005,0.2975666666666674,-12.5044,-10.719,-0.9135000000000001,-1.7806666666666668,2.6015,0.8671666666666666,-3.515,1.688,-7.33325,-7.508333333333333,0.5252500000000002,0.1750833333333328,-7.8585,-6.808,3.13935,3.8993333333333333,2.27995,-0.7599833333333335,0.8594,5.4193,0.9594499999999999,0.8901,0.20805,0.06934999999999997,0.7514,1.1675,1.3784,1.2134,0.495,0.16499999999999992,0.8834,1.8734,0.42195,0.35733333333333334,0.19385000000000002,0.06461666666666667,0.2281,0.6158,1.315,1.2566666666666666,0.17500000000000004,0.05833333333333335,1.14,1.49,1.02545,0.9781,0.14205,0.04735,0.8834,1.1675,1.26,1.24,0.06000000000000005,0.020000000000000018,1.2,1.32,21.5,20.0,4.5,1.5,17.0,26.0,4.5,5.333333333333333,2.5,-0.833333333333333,2.0,7.0,14.5,15.333333333333334,2.5,-0.8333333333333339,12.0,17.0,0.5,0.6666666666666666,0.5,-0.16666666666666663,0.0,1.0,28.035000000000004,25.956666666666667,6.235000000000001,2.078333333333335,21.8,34.27,0
HgCl2,P-4m2,48.5,38.0,31.5,10.5,17.0,80.0,2.58,2.7733333333333334,0.5800000000000001,-0.19333333333333336,2.0,3.16,-12.27295,-12.790933333333333,1.5539500000000004,0.5179833333333335,-13.8269,-10.719,-0.9992,-1.8949333333333334,2.6872,0.8957333333333333,-3.6864,1.688,-7.70135,-7.999133333333333,0.8933499999999999,0.2977833333333333,-8.5947,-6.808,2.8918,3.569266666666667,2.0324,-0.6774666666666671,0.8594,4.9242,0.923,0.8414999999999999,0.2445,0.08150000000000007,0.6785,1.1675,1.31505,1.1289333333333333,0.55835,0.18611666666666665,0.7567,1.8734,0.9823500000000001,1.1045333333333334,0.36655,-0.12218333333333337,0.6158,1.3489,1.24,1.1566666666666665,0.25,0.08333333333333348,0.99,1.49,0.9621,0.8936333333333334,0.20539999999999997,0.06846666666666662,0.7567,1.1675,1.17,1.12,0.15000000000000002,0.04999999999999993,1.02,1.32,16.5,13.333333333333334,9.5,3.166666666666666,7.0,26.0,4.5,5.333333333333333,2.5,-0.833333333333333,2.0,7.0,14.5,15.333333333333334,2.5,-0.8333333333333339,12.0,17.0,0.5,0.6666666666666666,0.5,-0.16666666666666663,0.0,1.0,24.42,21.136666666666667,9.850000000000001,3.283333333333335,14.57,34.27,0
HgI2,P-3m1,66.5,62.0,13.5,4.5,53.0,80.0,2.33,2.44,0.33000000000000007,-0.10999999999999988,2.0,2.66,-10.9053,-10.9674,0.18630000000000013,0.062100000000000044,-11.0916,-10.719,-0.81475,-1.649,2.50275,0.8342499999999999,-3.3175,1.688,-6.94595,-6.991933333333333,0.13795000000000002,0.04598333333333304,-7.0839,-6.808,2.5431,3.1043333333333334,1.6837,-0.5612333333333335,0.8594,4.2268,1.03495,0.9907666666666666,0.13255,0.04418333333333341,0.9024,1.1675,1.4741499999999998,1.3410666666666666,0.39925,0.13308333333333333,1.0749,1.8734,0.51385,0.47986666666666666,0.10195000000000001,0.03398333333333334,0.4119,0.6158,1.4100000000000001,1.3833333333333335,0.07999999999999996,0.026666666666666505,1.33,1.49,1.1212,1.1057666666666666,0.04630000000000001,0.01543333333333341,1.0749,1.1675,1.355,1.3666666666666665,0.03499999999999992,-0.011666666666666492,1.32,1.39,21.5,20.0,4.5,1.5,17.0,26.0,4.5,5.333333333333333,2.5,-0.833333333333333,2.0,7.0,14.5,15.333333333333334,2.5,-0.8333333333333339,12.0,17.0,0.5,0.6666666666666666,0.5,-0.16666666666666663,0.0,1.0,34.435,34.49,0.16499999999999915,-0.054999999999999716,34.27,34.6,0
HgO2,P-3m1,44.0,32.0,36.0,12.0,8.0,80.0,2.7199999999999998,2.9599999999999995,0.72,-0.23999999999999955,2.0,3.44,-13.5125,-14.443666666666667,2.7935000000000008,0.9311666666666669,-16.306,-10.719,-0.56455,-1.3154000000000001,2.25255,0.7508500000000001,-2.8171,1.688,-7.91925,-8.289666666666667,1.11125,0.3704166666666673,-9.0305,-6.808,2.5339,3.092066666666667,1.6745,-0.5581666666666671,0.8594,4.2084,0.8141499999999999,0.6963666666666667,0.35335,0.1177833333333333,0.4608,1.1675,1.15335,0.9133333333333334,0.72005,0.24001666666666654,0.4333,1.8734,0.8453999999999999,0.9219333333333334,0.22959999999999997,-0.0765333333333334,0.6158,1.075,1.1099999999999999,0.9833333333333334,0.38,0.1266666666666666,0.73,1.49,0.8004,0.6780333333333334,0.3671,0.12236666666666662,0.4333,1.1675,0.99,0.88,0.33,0.11000000000000004,0.66,1.32,16.0,12.666666666666666,10.0,3.333333333333334,6.0,26.0,4.0,4.666666666666667,2.0,-0.666666666666667,2.0,6.0,14.0,14.666666666666666,2.0,-0.6666666666666661,12.0,16.0,1.0,1.3333333333333333,1.0,-0.33333333333333326,0.0,2.0,19.755000000000003,14.916666666666666,14.515,4.8383333333333365,5.24,34.27,1
HgS2,P-4m2,48.0,37.333333333333336,32.0,10.666666666666664,16.0,80.0,2.29,2.3866666666666667,0.29000000000000004,-0.09666666666666668,2.0,2.58,-11.2219,-11.389533333333333,0.5029000000000003,0.16763333333333286,-11.7248,-10.719,-0.45545,-1.1699333333333335,2.14345,0.7144833333333335,-2.5989,1.688,-6.9082,-6.9416,0.10020000000000007,0.03340000000000032,-7.0084,-6.808,2.74945,3.379466666666667,1.89005,-0.6300166666666671,0.8594,4.6395,0.9574,0.8873666666666665,0.2101,0.07003333333333345,0.7473,1.1675,1.36135,1.1906666666666668,0.5120499999999999,0.17068333333333324,0.8493,1.8734,1.0046,1.1342,0.3888,-0.1296000000000001,0.6158,1.3934,1.255,1.1766666666666667,0.235,0.07833333333333325,1.02,1.49,1.0084,0.9553666666666668,0.15909999999999996,0.05303333333333321,0.8493,1.1675,1.185,1.14,0.135,0.04500000000000015,1.05,1.32,16.0,12.666666666666666,10.0,3.333333333333334,6.0,26.0,4.0,4.666666666666667,2.0,-0.666666666666667,2.0,6.0,14.0,14.666666666666666,2.0,-0.6666666666666661,12.0,16.0,1.0,1.3333333333333333,1.0,-0.33333333333333326,0.0,2.0,26.82,24.33666666666667,7.450000000000001,2.4833333333333325,19.37,34.27,1
InCl2,P-6m2,33.0,27.666666666666668,16.0,5.333333333333332,17.0,49.0,2.47,2.6999999999999997,0.6900000000000001,-0.22999999999999965,1.78,3.16,-9.57135,-10.989866666666666,4.2555499999999995,1.4185166666666658,-13.8269,-5.3158,-1.8488499999999999,-2.4613666666666667,1.8375499999999998,0.6125166666666668,-3.6864,-0.0113,-5.5564,-6.569166666666667,3.0383,1.0127666666666673,-8.5947,-2.5181,3.8105,4.181733333333333,1.1137,-0.37123333333333286,2.6968,4.9242,0.9096,0.8325666666666667,0.23110000000000003,0.07703333333333334,0.6785,1.1407,1.135,1.0089,0.3783000000000001,0.12610000000000016,0.7567,1.5133,0.9209,1.0635666666666668,0.428,-0.14266666666666677,0.4929,1.3489,1.2149999999999999,1.14,0.22499999999999998,0.07500000000000007,0.99,1.44,1.135,1.0089,0.3783000000000001,0.12610000000000016,0.7567,1.5133,1.22,1.1533333333333333,0.19999999999999996,0.06666666666666665,1.02,1.42,10.0,9.0,3.0,1.0,7.0,13.0,5.0,5.666666666666667,2.0,-0.666666666666667,3.0,7.0,15.0,15.666666666666666,2.0,-0.6666666666666661,13.0,17.0,3.0,2.3333333333333335,2.0,0.6666666666666665,1.0,5.0,38.285,30.38,23.715,7.905000000000001,14.57,62.0,1
InI2,P-4m2,51.0,51.666666666666664,2.0,-0.6666666666666643,49.0,53.0,2.22,2.3666666666666667,0.44000000000000006,-0.1466666666666666,1.78,2.66,-8.2037,-9.166333333333332,2.8878999999999997,0.9626333333333323,-11.0916,-5.3158,-1.6643999999999999,-2.2154333333333334,1.6530999999999998,0.5510333333333335,-3.3175,-0.0113,-4.801,-5.561966666666667,2.2829,0.7609666666666668,-7.0839,-2.5181,3.4618,3.7167999999999997,0.7649999999999999,-0.25499999999999967,2.6968,4.2268,1.02155,0.9818333333333333,0.11915000000000003,0.03971666666666668,0.9024,1.1407,1.2941,1.2210333333333334,0.21920000000000006,0.07306666666666661,1.0749,1.5133,0.4524,0.4389,0.04050000000000001,0.013499999999999984,0.4119,0.4929,1.385,1.3666666666666665,0.05499999999999994,0.018333333333333535,1.33,1.44,1.2941,1.2210333333333334,0.21920000000000006,0.07306666666666661,1.0749,1.5133,1.4049999999999998,1.3999999999999997,0.015000000000000013,0.0050000000000002265,1.39,1.42,15.0,15.666666666666666,2.0,-0.6666666666666661,13.0,17.0,5.0,5.666666666666667,2.0,-0.666666666666667,3.0,7.0,15.0,15.666666666666666,2.0,-0.6666666666666661,13.0,17.0,3.0,2.3333333333333335,2.0,0.6666666666666665,1.0,5.0,48.3,43.73333333333333,13.7,4.5666666666666735,34.6,62.0,1
InS2,P-4m2,32.5,27.0,16.5,5.5,16.0,49.0,2.18,2.3133333333333335,0.4,-0.13333333333333341,1.78,2.58,-8.5203,-9.588466666666667,3.2045,1.068166666666667,-11.7248,-5.3158,-1.3051,-1.7363666666666668,1.2938,0.4312666666666668,-2.5989,-0.0113,-4.76325,-5.511633333333333,2.2451499999999998,0.7483833333333332,-7.0084,-2.5181,3.66815,3.9919333333333333,0.9713499999999999,-0.3237833333333333,2.6968,4.6395,0.944,0.8784333333333333,0.19670000000000004,0.06556666666666672,0.7473,1.1407,1.1813,1.0706333333333333,0.332,0.11066666666666675,0.8493,1.5133,0.9431499999999999,1.0932333333333333,0.45025,-0.1500833333333333,0.4929,1.3934,1.23,1.16,0.20999999999999996,0.07000000000000006,1.02,1.44,1.1813,1.0706333333333333,0.332,0.11066666666666675,0.8493,1.5133,1.2349999999999999,1.1733333333333333,0.18499999999999994,0.06166666666666665,1.05,1.42,9.5,8.333333333333334,3.5,1.166666666666666,6.0,13.0,4.5,5.0,1.5,-0.5,3.0,6.0,14.5,15.0,1.5,-0.5,13.0,16.0,3.5,3.0,1.5,0.5,2.0,5.0,40.685,33.580000000000005,21.314999999999998,7.104999999999995,19.37,62.0,1
InTe2,P-4m2,50.5,51.0,1.5,-0.5,49.0,52.0,1.94,1.9933333333333334,0.16000000000000003,-0.053333333333333344,1.78,2.1,-7.5059000000000005,-8.235933333333334,2.1900999999999997,0.7300333333333335,-9.696,-5.3158,-1.22925,-1.6352333333333335,1.21795,0.4059833333333335,-2.4472,-0.0113,-4.2349,-4.807166666666666,1.7167999999999999,0.5722666666666665,-5.9517,-2.5181,3.3424500000000004,3.5576666666666665,0.6456500000000001,-0.2152166666666664,2.6968,3.9881,1.0452,1.0133666666666665,0.09550000000000003,0.03183333333333349,0.9497,1.1407,1.33125,1.2705666666666666,0.18205000000000005,0.06068333333333342,1.1492,1.5133,0.4611,0.45050000000000007,0.031799999999999995,0.010599999999999943,0.4293,0.4929,1.395,1.3800000000000001,0.04499999999999993,0.014999999999999902,1.35,1.44,1.33125,1.2705666666666666,0.18205000000000005,0.06068333333333342,1.1492,1.5133,1.4,1.3933333333333333,0.020000000000000018,0.006666666666666599,1.38,1.42,14.5,15.0,1.5,-0.5,13.0,16.0,4.5,5.0,1.5,-0.5,3.0,6.0,14.5,15.0,1.5,-0.5,13.0,16.0,3.5,3.0,1.5,0.5,2.0,5.0,49.5,45.333333333333336,12.5,4.166666666666664,37.0,62.0,1
IrBr2,P-6m2,56.0,49.0,21.0,7.0,35.0,77.0,2.58,2.706666666666667,0.3799999999999999,-0.12666666666666693,2.2,2.96,-10.66225,-11.2763,1.8421500000000002,0.6140500000000007,-12.5044,-8.8201,-3.028,-3.1903333333333332,0.4870000000000001,0.16233333333333322,-3.515,-2.541,-6.7743,-7.1357,1.0842,0.3613999999999997,-7.8585,-5.6901,2.9631,3.781833333333333,2.4562,-0.8187333333333333,0.5069,5.4193,0.874,0.8331333333333334,0.12260000000000004,0.04086666666666661,0.7514,0.9966,1.17645,1.0787666666666667,0.29305000000000003,0.09768333333333334,0.8834,1.4695,0.46099999999999997,0.38336666666666663,0.23289999999999997,0.07763333333333335,0.2281,0.6939,1.255,1.2166666666666666,0.1150000000000001,0.03833333333333344,1.14,1.37,0.78865,0.8202333333333334,0.09475,-0.03158333333333341,0.6939,0.8834,1.305,1.2699999999999998,0.10499999999999998,0.03500000000000014,1.2,1.41,20.0,19.0,3.0,1.0,17.0,23.0,8.0,7.666666666666667,1.0,0.33333333333333304,7.0,9.0,13.0,14.333333333333334,4.0,-1.333333333333334,9.0,17.0,2.0,1.6666666666666667,1.0,0.33333333333333326,1.0,3.0,36.4,31.53333333333333,14.6,4.866666666666669,21.8,51.0,1
IrI2,P-6m2,65.0,61.0,12.0,4.0,53.0,77.0,2.43,2.506666666666667,0.22999999999999998,-0.07666666666666666,2.2,2.66,-9.95585,-10.334433333333333,1.1357499999999998,0.37858333333333327,-11.0916,-8.8201,-2.9292499999999997,-3.058666666666667,0.38825,0.12941666666666696,-3.3175,-2.541,-6.3870000000000005,-6.6193,0.6968999999999999,0.23229999999999995,-7.0839,-5.6901,2.36685,2.9868333333333332,1.85995,-0.6199833333333333,0.5069,4.2268,0.9495,0.9338000000000001,0.04710000000000003,0.015699999999999936,0.9024,0.9966,1.2722,1.2064333333333332,0.19730000000000003,0.06576666666666675,1.0749,1.4695,0.5529,0.5059,0.141,0.04699999999999996,0.4119,0.6939,1.35,1.3433333333333335,0.020000000000000018,0.006666666666666599,1.33,1.37,0.8844,0.9479000000000001,0.1905,-0.06350000000000011,0.6939,1.0749,1.4,1.3966666666666665,0.010000000000000009,0.0033333333333334103,1.39,1.41,20.0,19.0,3.0,1.0,17.0,23.0,8.0,7.666666666666667,1.0,0.33333333333333304,7.0,9.0,13.0,14.333333333333334,4.0,-1.333333333333334,9.0,17.0,2.0,1.6666666666666667,1.0,0.33333333333333326,1.0,3.0,42.8,40.06666666666667,8.2,2.7333333333333307,34.6,51.0,1
IrSe2,P-3m1,55.5,48.333333333333336,21.5,7.166666666666664,34.0,77.0,2.375,2.433333333333333,0.17499999999999982,-0.058333333333333126,2.2,2.55,-9.807,-10.135966666666667,0.9869000000000003,0.3289666666666662,-10.7939,-8.8201,-2.5377,-2.5366,0.0032999999999998586,-0.001100000000000101,-2.541,-2.5344,-6.100300000000001,-6.237033333333334,0.4102000000000001,0.13673333333333337,-6.5105,-5.6901,2.6249,3.3308999999999997,2.118,-0.706,0.5069,4.7429,0.89815,0.8653333333333334,0.09845000000000004,0.032816666666666605,0.7997,0.9966,1.21365,1.1283666666666667,0.25585,0.08528333333333327,0.9578,1.4695,0.4668,0.3911,0.2271,0.07569999999999998,0.2397,0.6939,1.2650000000000001,1.23,0.1050000000000001,0.03500000000000003,1.16,1.37,0.82585,0.8698333333333332,0.13195,-0.04398333333333326,0.6939,0.9578,1.305,1.2699999999999998,0.10499999999999998,0.03500000000000014,1.2,1.41,19.5,18.333333333333332,3.5,1.1666666666666679,16.0,23.0,7.5,7.0,1.5,0.5,6.0,9.0,12.5,13.666666666666666,3.5,-1.166666666666666,9.0,16.0,2.5,2.3333333333333335,0.5,0.16666666666666652,2.0,3.0,38.62,34.49333333333333,12.38,4.126666666666667,26.24,51.0,1
KI2,Pmm2,36.0,41.666666666666664,17.0,-5.666666666666664,19.0,53.0,1.74,2.046666666666667,0.92,-0.30666666666666687,0.82,2.66,-7.7029,-8.832466666666667,3.3887,1.1295666666666673,-11.0916,-4.3142,-1.88445,-2.362133333333333,1.43305,0.477683333333333,-3.3175,-0.4514,-4.7014,-5.495566666666666,2.3825,0.794166666666666,-7.0839,-2.3189,1.9114,2.6832,2.3154,-0.7717999999999998,-0.404,4.2268,1.55365,1.3365666666666665,0.6512499999999999,0.21708333333333346,0.9024,2.2049,1.0063499999999999,1.0292000000000001,0.06855,-0.022850000000000148,0.9378,1.0749,0.67485,0.5872,0.26295,0.08764999999999992,0.4119,0.9378,1.645,1.54,0.31499999999999995,0.10499999999999998,1.33,1.96,1.6399,1.4515666666666664,0.565,0.18833333333333346,1.0749,2.2049,1.71,1.6033333333333333,0.31999999999999995,0.10666666666666658,1.39,2.03,9.0,11.666666666666666,8.0,-2.666666666666666,1.0,17.0,4.0,5.0,3.0,-1.0,1.0,7.0,9.0,11.666666666666666,8.0,-2.666666666666666,1.0,17.0,1.0,1.0,0.0,0.0,1.0,1.0,162.60000000000002,119.93333333333334,128.0,42.66666666666667,34.6,290.6,1
MgBr2,P-3m1,23.5,27.333333333333332,11.5,-3.833333333333332,12.0,35.0,2.135,2.41,0.825,-0.27500000000000013,1.31,2.96,-10.21845,-10.980433333333332,2.28595,0.7619833333333319,-12.5044,-7.9325,-0.9881000000000001,-1.8304,2.5269,0.8423,-3.515,1.5388,-6.28195,-6.8074666666666666,1.5765500000000001,0.5255166666666664,-7.8585,-4.7054,2.1624,3.2480333333333333,3.2569,-1.0856333333333337,-1.0945,5.4193,1.0515999999999999,0.9515333333333332,0.30019999999999997,0.10006666666666669,0.7514,1.3518,1.24825,1.1266333333333334,0.36485,0.1216166666666666,0.8834,1.6131,1.08025,0.7961999999999999,0.85215,0.2840500000000001,0.2281,1.9324,1.22,1.1933333333333334,0.08000000000000007,0.026666666666666616,1.14,1.3,1.1176,1.0395333333333332,0.23419999999999996,0.07806666666666673,0.8834,1.3518,1.305,1.2699999999999998,0.10499999999999998,0.03500000000000014,1.2,1.41,9.5,12.0,7.5,-2.5,2.0,17.0,4.5,5.333333333333333,2.5,-0.833333333333333,2.0,7.0,9.5,12.0,7.5,-2.5,2.0,17.0,0.5,0.6666666666666666,0.5,-0.16666666666666663,0.0,1.0,46.345,38.163333333333334,24.544999999999998,8.181666666666667,21.8,70.89,0
MgI2,P-3m1,32.5,39.333333333333336,20.5,-6.833333333333336,12.0,53.0,1.985,2.2100000000000004,0.675,-0.2250000000000003,1.31,2.66,-9.51205,-10.038566666666666,1.5795499999999998,0.5265166666666663,-11.0916,-7.9325,-0.88935,-1.6987333333333332,2.42815,0.8093833333333333,-3.3175,1.5388,-5.89465,-6.291066666666667,1.18925,0.39641666666666664,-7.0839,-4.7054,1.56615,2.4530333333333334,2.66065,-0.8868833333333335,-1.0945,4.2268,1.1271,1.0522,0.22469999999999996,0.07489999999999991,0.9024,1.3518,1.3439999999999999,1.2543,0.2691,0.0897,1.0749,1.6131,1.17215,0.9187333333333333,0.76025,0.2534166666666666,0.4119,1.9324,1.315,1.32,0.015000000000000013,-0.0050000000000000044,1.3,1.33,1.21335,1.1672,0.13844999999999996,0.04614999999999991,1.0749,1.3518,1.4,1.3966666666666665,0.010000000000000009,0.0033333333333334103,1.39,1.41,9.5,12.0,7.5,-2.5,2.0,17.0,4.5,5.333333333333333,2.5,-0.833333333333333,2.0,7.0,9.5,12.0,7.5,-2.5,2.0,17.0,0.5,0.6666666666666666,0.5,-0.16666666666666663,0.0,1.0,52.745000000000005,46.696666666666665,18.145,6.048333333333336,34.6,70.89,0
MoAs2,P-6m2,37.5,36.0,4.5,1.5,33.0,42.0,2.17,2.1733333333333333,0.010000000000000009,-0.0033333333333331883,2.16,2.18,-7.9821,-8.353866666666667,1.1153000000000004,0.3717666666666668,-9.0974,-6.8668,-1.5793,-1.5870333333333333,0.0232,0.007733333333333259,-1.6025,-1.5561,-4.75735,-4.9037,0.43904999999999994,0.14634999999999998,-5.1964,-4.3183,2.03155,2.7535666666666674,2.1660500000000003,-0.7220166666666672,-0.1345,4.1976,1.1988,1.0844666666666667,0.343,0.11433333333333334,0.8558,1.5418,1.3566500000000001,1.2546666666666668,0.30595000000000006,0.1019833333333332,1.0507,1.6626,0.48975,0.41063333333333335,0.23734999999999998,0.07911666666666664,0.2524,0.7271,1.3199999999999998,1.2766666666666666,0.13,0.043333333333333335,1.19,1.45,0.8889,0.9428333333333333,0.1618,-0.05393333333333333,0.7271,1.0507,1.365,1.3066666666666666,0.17500000000000004,0.05833333333333335,1.19,1.54,10.5,12.0,4.5,-1.5,6.0,15.0,5.5,5.333333333333333,0.5,0.16666666666666696,5.0,6.0,10.5,12.0,4.5,-1.5,6.0,15.0,4.5,4.0,1.5,0.5,3.0,6.0,57.9,48.53333333333333,28.1,9.366666666666669,29.8,86.0,1
