Material,Space group,Crystal Type,Band gap,stoichiometry,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
Rh2Br2O2,Pmmn,ABC-59-ab,0.0,ABC,29.333333333333332,29.333333333333332,45,8,15.627610892974724,15.627610892974724,2.893333333333333,2.893333333333333,3.44,2.28,0.47590848793532664,0.47590848793532664,-12.374266666666665,-12.374266666666665,-8.3124,-16.306,3.2646706064913946,3.2646706064913946,-2.3333333333333335,-2.3333333333333335,-0.6679,-3.515,1.211615242375052,1.211615242375052,-6.797866666666667,-6.797866666666667,-3.5046,-9.0305,2.377337446715454,2.377337446715454,2.1039333333333334,2.1039333333333334,5.4193,-3.3159,3.8641527508914835,3.8641527508914835,0.8909666666666666,0.8909666666666666,1.4607,0.4608,0.41996757282226244,0.41996757282226244,0.9390333333333333,0.9390333333333333,1.5004,0.4333,0.4374142989076704,0.4374142989076704,0.6386666666666666,0.6386666666666666,1.075,0.2281,0.34622520930104955,0.34622520930104955,1.0733333333333335,1.0733333333333335,1.35,0.73,0.2574662868977003,0.2574662868977003,0.6432,0.6432,0.8834,0.4333,0.1849974234054806,0.1849974234054806,1.0933333333333335,1.0933333333333335,1.42,0.66,0.31930480039541453,0.31930480039541453,10.666666666666666,10.666666666666666,17.0,6.0,4.642796092394707,4.642796092394707,7.333333333333333,7.333333333333333,9.0,6.0,1.247219128924647,1.247219128924647,14.0,14.0,17.0,9.0,3.559026084010437,3.559026084010437,2.0,2.0,3.0,1.0,0.816496580927726,0.816496580927726,28.346666666666664,28.346666666666664,58.0,5.24,22.03101651964541,22.03101651964541
Ta2Br2O2,Pmmn,ABC-59-ab,0.0,ABC,38.666666666666664,38.666666666666664,73,8,26.662499674428293,26.662499674428293,2.6333333333333333,2.6333333333333333,3.44,1.5,0.8249983164965987,0.8249983164965987,-12.167900000000001,-12.167900000000001,-7.6933,-16.306,3.5241617925401783,3.5241617925401783,-2.0408333333333335,-2.0408333333333335,0.2096,-3.515,1.616602145104217,1.616602145104217,-6.828433333333334,-6.828433333333334,-3.5963,-9.0305,2.3350104087324515,2.3350104087324515,3.061366666666667,3.061366666666667,5.4193,-0.4436,2.527207049073916,2.527207049073916,0.8928999999999999,0.8928999999999999,1.4665,0.4608,0.4225910631646943,0.4225910631646943,0.9937,0.9937,1.6644,0.4333,0.5086101126272135,0.5086101126272135,0.7133666666666666,0.7133666666666666,1.075,0.2281,0.3566266052267491,0.3566266052267491,1.0833333333333333,1.0833333333333333,1.38,0.73,0.26836956277160456,0.26836956277160456,0.7178999999999999,0.7178999999999999,0.8834,0.4333,0.20213215149170766,0.20213215149170766,1.1866666666666668,1.1866666666666668,1.7,0.66,0.42468288823021294,0.42468288823021294,14.0,14.0,19.0,6.0,5.715476066494082,5.715476066494082,6.0,6.0,7.0,5.0,0.816496580927726,0.816496580927726,12.666666666666666,12.666666666666666,17.0,5.0,5.436502143433364,5.436502143433364,3.3333333333333335,3.3333333333333335,7.0,1.0,2.6246692913372702,2.6246692913372702,38.346666666666664,38.346666666666664,88.0,5.24,35.755172430790424,35.755172430790424
W2Br2O2,Pmmn,ABC-59-ab,0.0,ABC,39.0,39.0,74,8,27.09243436828813,27.09243436828813,2.92,2.92,3.44,2.36,0.4418144406874905,0.4418144406874905,-12.547766666666666,-12.547766666666666,-8.8329,-16.306,3.0510344041907422,3.0510344041907422,-2.2565,-2.2565,-0.4374,-3.515,1.3174747840724188,1.3174747840724188,-7.125133333333333,-7.125133333333333,-4.4864,-9.0305,1.926236607711755,1.926236607711755,3.0870666666666664,3.0870666666666664,5.4193,-0.3665,2.4915740330606715,2.4915740330606715,0.8731999999999999,0.8731999999999999,1.4074,0.4608,0.39592871412246256,0.39592871412246256,0.9742666666666667,0.9742666666666667,1.6061,0.4333,0.48308558477998725,0.48308558477998725,0.6979000000000001,0.6979000000000001,1.075,0.2281,0.3519042199235468,0.3519042199235468,1.1099999999999999,1.1099999999999999,1.46,0.73,0.2987752778706208,0.2987752778706208,0.7024333333333334,0.7024333333333334,0.8834,0.4333,0.19404041388902007,0.19404041388902007,1.1600000000000001,1.1600000000000001,1.62,0.66,0.39293765408777004,0.39293765408777004,14.333333333333334,14.333333333333334,20.0,6.0,6.018490028422596,6.018490028422596,6.333333333333333,6.333333333333333,7.0,6.0,0.4714045207910317,0.4714045207910317,13.0,13.0,17.0,6.0,4.96655480858378,4.96655480858378,3.0,3.0,6.0,1.0,2.160246899469287,2.160246899469287,34.01333333333333,34.01333333333333,75.0,5.24,29.760023894853013,29.760023894853013
Os2Br2Se2,Pmmn,ABC-59-ab,0.0,ABC,48.333333333333336,48.333333333333336,76,34,19.567546828585563,19.567546828585563,2.57,2.57,2.96,2.2,0.3105908348078974,0.3105908348078974,-10.8046,-10.8046,-9.1155,-12.5044,1.3835333196806883,1.3835333196806883,-2.6313333333333335,-2.6313333333333335,-1.8446,-3.515,0.6853739093046625,0.6853739093046625,-6.791633333333333,-6.791633333333333,-6.0059,-7.8585,0.7820096560926998,0.7820096560926998,3.3645666666666663,3.3645666666666663,5.4193,-0.0685,2.4431999909044606,2.4431999909044606,0.9555666666666668,0.9555666666666668,1.3156,0.7514,0.2553445036721088,0.2553445036721088,1.1169333333333331,1.1169333333333331,1.5096,0.8834,0.27931365085787624,0.27931365085787624,0.39559999999999995,0.39559999999999995,0.719,0.2281,0.22872736317866882,0.22872736317866882,1.1933333333333334,1.1933333333333334,1.28,1.14,0.061824123303304744,0.061824123303304744,0.8534,0.8534,0.9578,0.719,0.09977093765220411,0.09977093765220411,1.28,1.28,1.44,1.2,0.1131370849898476,0.1131370849898476,18.333333333333332,18.333333333333332,22.0,16.0,2.6246692913372702,2.6246692913372702,7.0,7.0,8.0,6.0,0.816496580927726,0.816496580927726,13.666666666666666,13.666666666666666,17.0,8.0,4.027681991198191,4.027681991198191,2.3333333333333335,2.3333333333333335,4.0,1.0,1.247219128924647,1.247219128924647,35.01333333333333,35.01333333333333,57.0,21.8,15.652231647773283,15.652231647773283
Pt2Br2S2,Pmmn,ABC-59-ab,0.0,ABC,43.0,43.0,78,16,25.93581821856921,25.93581821856921,2.606666666666667,2.606666666666667,2.96,2.28,0.27824849006278946,0.27824849006278946,-11.1198,-11.1198,-9.1302,-12.5044,1.4424112127499102,1.4424112127499102,-2.776066666666667,-2.776066666666667,-2.2143,-3.515,0.5455860111435735,0.5455860111435735,-6.726299999999999,-6.726299999999999,-5.312,-7.8585,1.0585684893603562,1.0585684893603562,3.6266999999999996,3.6266999999999996,5.4193,0.8213,2.0090999444195567,2.0090999444195567,0.8288666666666668,0.8288666666666668,0.9879,0.7473,0.11246600474019794,0.11246600474019794,1.0682666666666667,1.0682666666666667,1.4721,0.8493,0.28589243120835184,0.28589243120835184,0.7640666666666666,0.7640666666666666,1.3934,0.2281,0.4802909002769976,0.4802909002769976,1.1466666666666667,1.1466666666666667,1.28,1.02,0.10624918300339485,0.10624918300339485,0.8011333333333334,0.8011333333333334,0.8834,0.6707,0.09327501749605246,0.09327501749605246,1.2033333333333334,1.2033333333333334,1.36,1.05,0.1265789169736502,0.1265789169736502,15.666666666666666,15.666666666666666,24.0,6.0,7.408703590297623,7.408703590297623,7.666666666666667,7.666666666666667,10.0,6.0,1.699673171197595,1.699673171197595,14.333333333333334,14.333333333333334,17.0,10.0,3.0912061651652345,3.0912061651652345,1.6666666666666667,1.6666666666666667,2.0,1.0,0.4714045207910317,0.4714045207910317,28.39,28.39,44.0,19.37,11.08242753190834,11.08242753190834
Ru2Br2S2,Pmmn,ABC-59-ab,0.0,ABC,31.666666666666668,31.666666666666668,44,16,11.671427600007732,11.671427600007732,2.58,2.58,2.96,2.2,0.3102687007525358,0.3102687007525358,-10.598733333333334,-10.598733333333334,-7.567,-12.5044,2.1672562213289153,2.1672562213289153,-2.3931,-2.3931,-1.0654,-3.515,1.0105774817730044,1.0105774817730044,-6.154299999999999,-6.154299999999999,-3.596,-7.8585,1.8419811200624903,1.8419811200624903,3.724,3.724,5.4193,1.1132,1.8733623052326709,1.8733623052326709,0.9951666666666666,0.9951666666666666,1.4868,0.7473,0.3476412934173512,0.3476412934173512,1.0935666666666666,1.0935666666666666,1.548,0.8493,0.32163430925336445,0.32163430925336445,0.7562666666666665,0.7562666666666665,1.3934,0.2281,0.4819310623822549,0.4819310623822549,1.14,1.14,1.26,1.02,0.09797958971132711,0.09797958971132711,0.7933333333333333,0.7933333333333333,0.8834,0.6473,0.10419534005361702,0.10419534005361702,1.2366666666666666,1.2366666666666666,1.46,1.05,0.16937794687883329,0.16937794687883329,10.333333333333334,10.333333333333334,17.0,6.0,4.784233364802441,4.784233364802441,7.0,7.0,8.0,6.0,0.816496580927726,0.816496580927726,13.666666666666666,13.666666666666666,17.0,8.0,4.027681991198191,4.027681991198191,2.3333333333333335,2.3333333333333335,4.0,1.0,1.247219128924647,1.247219128924647,35.39,35.39,65.0,19.37,20.96092078130157,20.96092078130157
Sc2Br2S2,Pmmn,ABC-59-ab,2.130096574785353,ABC,24.0,24.0,35,16,8.04155872120988,8.04155872120988,2.3000000000000003,2.3000000000000003,2.96,1.36,0.6825442598591439,0.6825442598591439,-10.4278,-10.4278,-7.0542,-12.5044,2.4066334383671038,2.4066334383671038,-1.7584333333333333,-1.7584333333333333,0.8386,-3.515,1.8740769111455615,1.8740769111455615,-6.034200000000001,-6.034200000000001,-3.2357,-7.8585,2.0090410963110403,2.0090410963110403,3.2914666666666665,3.2914666666666665,5.4193,-0.1844,2.478340684588963,2.478340684588963,1.0497666666666667,1.0497666666666667,1.6506,0.7473,0.42485662156648674,0.42485662156648674,1.1185666666666667,1.1185666666666667,1.623,0.8493,0.3569597954329809,0.3569597954329809,0.7341333333333333,0.7341333333333333,1.3934,0.2281,0.4879148582374684,0.4879148582374684,1.2,1.2,1.44,1.02,0.17663521732655693,0.17663521732655693,0.7712,0.7712,0.8834,0.5809,0.13528062191853893,0.13528062191853893,1.3166666666666667,1.3166666666666667,1.7,1.05,0.27788886667555107,0.27788886667555107,8.666666666666666,8.666666666666666,17.0,3.0,6.018490028422597,6.018490028422597,5.333333333333333,5.333333333333333,7.0,3.0,1.699673171197595,1.699673171197595,12.0,12.0,17.0,3.0,6.377042156569663,6.377042156569663,4.0,4.0,9.0,1.0,3.559026084010437,3.559026084010437,49.39000000000001,49.39000000000001,107.0,19.37,40.7484993588721,40.7484993588721
BrSbTe,P3m1,ABC-156-ac,1.3189487249002596,ABC,46.0,46.0,52,35,7.788880963698615,7.788880963698615,2.3699999999999997,2.3699999999999997,2.96,2.05,0.4176920715870325,0.4176920715870325,-10.164066666666665,-10.164066666666665,-8.2918,-12.5044,1.7513451008359895,1.7513451008359895,-2.5098000000000003,-2.5098000000000003,-1.5672,-3.515,0.7964170934043712,0.7964170934043712,-6.2123333333333335,-6.2123333333333335,-4.8268,-7.8585,1.25133222962125,1.25133222962125,4.7139999999999995,4.7139999999999995,5.4193,3.9881,0.5844664974715543,0.5844664974715543,0.9015333333333334,0.9015333333333334,1.0035,0.7514,0.10840855849772915,0.10840855849772915,1.0908666666666667,1.0908666666666667,1.24,0.8834,0.15131198087248596,0.15131198087248596,0.3685666666666667,0.3685666666666667,0.4483,0.2281,0.09962735010472219,0.09962735010472219,1.2899999999999998,1.2899999999999998,1.38,1.14,0.10677078252031315,0.10677078252031315,1.0908666666666667,1.0908666666666667,1.24,0.8834,0.15131198087248596,0.15131198087248596,1.3233333333333333,1.3233333333333333,1.39,1.2,0.08730533902472527,0.08730533902472527,16.0,16.0,17.0,15.0,0.816496580927726,0.816496580927726,6.0,6.0,7.0,5.0,0.816496580927726,0.816496580927726,16.0,16.0,17.0,15.0,0.816496580927726,0.816496580927726,2.0,2.0,3.0,1.0,0.816496580927726,0.816496580927726,33.78333333333333,33.78333333333333,42.55,21.8,8.771196548298803,8.771196548298803
Ti2Br2Se2,Pmmn,ABC-59-ab,0.0,ABC,30.333333333333332,30.333333333333332,35,22,5.90668171555645,5.90668171555645,2.35,2.35,2.96,1.54,0.5967132197854063,0.5967132197854063,-10.212933333333334,-10.212933333333334,-7.3405,-12.5044,2.147806245658321,2.147806245658321,-1.9202333333333332,-1.9202333333333332,0.2887,-3.515,1.6124378940666901,1.6124378940666901,-6.206833333333333,-6.206833333333333,-4.2515,-7.8585,1.48812462142419,1.48812462142419,3.3321,3.3321,5.4193,-0.1659,2.48882599364975,2.48882599364975,1.0322,1.0322,1.5455,0.7514,0.36349313611126144,0.36349313611126144,1.1263666666666667,1.1263666666666667,1.5379,0.8834,0.29257888205101584,0.29257888205101584,0.329,0.329,0.5192,0.2281,0.1345750596012005,0.1345750596012005,1.22,1.22,1.36,1.14,0.09933109617167568,0.09933109617167568,0.7868,0.7868,0.9578,0.5192,0.19164404504184313,0.19164404504184313,1.3333333333333333,1.3333333333333333,1.6,1.2,0.18856180831641273,0.18856180831641273,12.333333333333334,12.333333333333334,17.0,4.0,5.90668171555645,5.90668171555645,5.666666666666667,5.666666666666667,7.0,4.0,1.247219128924647,1.247219128924647,12.333333333333334,12.333333333333334,17.0,4.0,5.90668171555645,5.90668171555645,3.6666666666666665,3.6666666666666665,8.0,1.0,3.091206165165235,3.091206165165235,46.68,46.68,92.0,21.8,32.09730206730777,32.09730206730777
Zr2Br2Se2,Pmmn,ABC-59-ab,0.0,ABC,36.333333333333336,36.333333333333336,40,34,2.6246692913372702,2.6246692913372702,2.28,2.28,2.96,1.33,0.6922908829868168,0.6922908829868168,-9.977400000000001,-9.977400000000001,-6.6339,-12.5044,2.465183799773694,2.465183799773694,-2.0203666666666664,-2.0203666666666664,-0.0117,-3.515,1.4756807295467256,1.4756807295467256,-5.9904,-5.9904,-3.6022,-7.8585,1.7761194460583634,1.7761194460583634,3.2114333333333334,3.2114333333333334,5.4193,-0.5279,2.6584882387468927,2.6584882387468927,1.0735,1.0735,1.6694,0.7514,0.4218260541976989,0.4218260541976989,1.1995666666666667,1.1995666666666667,1.7575,0.8834,0.3956859388735241,0.3956859388735241,0.4374,0.4374,0.8444,0.2281,0.287831420568823,0.287831420568823,1.26,1.26,1.48,1.14,0.15577761927397235,0.15577761927397235,0.8952,0.8952,0.9578,0.8444,0.04704125848656686,0.04704125848656686,1.3833333333333335,1.3833333333333335,1.75,1.2,0.25927248643506745,0.25927248643506745,12.333333333333334,12.333333333333334,17.0,4.0,5.90668171555645,5.90668171555645,5.666666666666667,5.666666666666667,7.0,4.0,1.247219128924647,1.247219128924647,12.333333333333334,12.333333333333334,17.0,4.0,5.90668171555645,5.90668171555645,3.6666666666666665,3.6666666666666665,8.0,1.0,3.091206165165235,3.091206165165235,56.34666666666667,56.34666666666667,121.0,21.8,45.75273058032226,45.75273058032226
Co2Cl2N2,Pmmn,ABC-59-ab,0.0,ABC,17.0,17.0,27,7,8.16496580927726,8.16496580927726,2.6933333333333334,2.6933333333333334,3.16,1.88,0.5771962885843565,0.5771962885843565,-11.622200000000001,-11.622200000000001,-7.4741,-13.8269,2.9350888265945208,2.9350888265945208,-2.2459333333333333,-2.2459333333333333,-1.3745,-3.6864,1.026018064601637,1.026018064601637,-6.6982333333333335,-6.6982333333333335,-4.4102,-8.5947,1.7306074855058524,1.7306074855058524,3.106,3.106,4.9242,0.2412,2.0500651892074067,2.0500651892074067,0.8370333333333333,0.8370333333333333,1.2965,0.5361,0.3300521709602219,0.3300521709602219,0.9600666666666667,0.9600666666666667,1.6081,0.5154,0.46869807149402937,0.46869807149402937,0.9739666666666666,0.9739666666666666,1.3489,0.359,0.43832066141378984,0.43832066141378984,1.0,1.0,1.26,0.75,0.2083266665599966,0.2083266665599966,0.5437,0.5437,0.7567,0.359,0.16358889530364423,0.16358889530364423,0.9966666666666667,0.9966666666666667,1.26,0.71,0.2251419305435771,0.2251419305435771,7.0,7.0,9.0,5.0,1.632993161855452,1.632993161855452,7.0,7.0,9.0,5.0,1.632993161855452,1.632993161855452,13.666666666666666,13.666666666666666,17.0,9.0,3.39934634239519,3.39934634239519,2.3333333333333335,2.3333333333333335,3.0,1.0,0.9428090415820634,0.9428090415820634,25.05666666666666,25.05666666666666,53.0,7.6,19.96275921699091,19.96275921699091
Cu2Cl2S2,Pmmn,ABC-59-ab,0.0,ABC,20.666666666666668,20.666666666666668,29,16,5.90668171555645,5.90668171555645,2.546666666666667,2.546666666666667,3.16,1.9,0.5149325737954006,0.5149325737954006,-11.2809,-11.2809,-8.291,-13.8269,2.2817146491180704,2.2817146491180704,-2.5726999999999998,-2.5726999999999998,-1.4328,-3.6864,0.9202148553462934,0.9202148553462934,-6.737100000000001,-6.737100000000001,-4.6082,-8.5947,1.6387491835746757,1.6387491835746757,3.6402,3.6402,4.9242,1.3569,1.6187150644878794,1.6187150644878794,0.876,0.876,1.2022,0.6785,0.23236205943885646,0.23236205943885646,0.9517333333333333,0.9517333333333333,1.2492,0.7567,0.21371086906274928,0.21371086906274928,1.0204333333333333,1.0204333333333333,1.3934,0.319,0.49632086619667953,0.49632086619667953,1.1300000000000001,1.1300000000000001,1.38,0.99,0.17720045146669347,0.17720045146669347,0.9360666666666666,0.9360666666666666,1.2022,0.7567,0.19194426853183766,0.19194426853183766,1.13,1.13,1.32,1.02,0.13490737563232044,0.13490737563232044,8.0,8.0,11.0,6.0,2.160246899469287,2.160246899469287,4.666666666666667,4.666666666666667,7.0,1.0,2.6246692913372702,2.6246692913372702,14.666666666666666,14.666666666666666,17.0,11.0,2.6246692913372702,2.6246692913372702,1.3333333333333333,1.3333333333333333,2.0,1.0,0.4714045207910317,0.4714045207910317,29.126666666666665,29.126666666666665,53.44,14.57,17.30344153308494,17.30344153308494
Ga2Cl2O2,Pmmn,ABC-59-ab,3.6737700855519333,ABC,18.666666666666668,18.666666666666668,31,8,9.463379711052259,9.463379711052259,2.8033333333333332,2.8033333333333332,3.44,1.81,0.7116334886879778,0.7116334886879778,-11.921666666666667,-11.921666666666667,-5.6321,-16.306,4.561101536787894,4.561101536787894,-2.1257,-2.1257,0.1264,-3.6864,1.6315404643056408,1.6315404643056408,-6.734766666666666,-6.734766666666666,-2.5791,-9.0305,2.9438811675896313,2.9438811675896313,4.1352,4.1352,4.9242,3.273,0.6760838409546555,0.6760838409546555,0.714,0.714,1.0027,0.4608,0.22264933565287515,0.22264933565287515,0.8446666666666668,0.8446666666666668,1.344,0.4333,0.37695908118639204,0.37695908118639204,0.9020666666666667,0.9020666666666667,1.3489,0.2823,0.45228187621831095,0.45228187621831095,0.9933333333333333,0.9933333333333333,1.26,0.73,0.21638443156156645,0.21638443156156645,0.8446666666666668,0.8446666666666668,1.344,0.4333,0.37695908118639204,0.37695908118639204,0.9666666666666668,0.9666666666666668,1.22,0.66,0.23170862929310354,0.23170862929310354,8.666666666666666,8.666666666666666,13.0,6.0,3.0912061651652345,3.0912061651652345,5.333333333333333,5.333333333333333,7.0,3.0,1.699673171197595,1.699673171197595,15.333333333333334,15.333333333333334,17.0,13.0,1.699673171197595,1.699673171197595,2.6666666666666665,2.6666666666666665,5.0,1.0,1.699673171197595,1.699673171197595,23.736666666666665,23.736666666666665,51.4,5.24,19.928325457889215,19.928325457889215
Cl2Ge2O2,Pmmn,ABC-59-ab,0.0,ABC,19.0,19.0,32,8,9.899494936611665,9.899494936611665,2.8699999999999997,2.8699999999999997,3.44,2.01,0.6187622052668269,0.6187622052668269,-12.508566666666667,-12.508566666666667,-7.3928,-16.306,3.756308972323171,3.756308972323171,-2.4052000000000002,-2.4052000000000002,-0.7121,-3.6864,1.2486956741603081,1.2486956741603081,-7.173333333333333,-7.173333333333333,-3.8948,-9.0305,2.325090109126,2.325090109126,4.1854000000000005,4.1854000000000005,4.9242,3.4236,0.6128332236424523,0.6128332236424523,0.6871,0.6871,0.922,0.4608,0.18838228862254186,0.18838228862254186,0.7873666666666667,0.7873666666666667,1.1721,0.4333,0.3023923426426153,0.3023923426426153,0.8968333333333334,0.8968333333333334,1.3489,0.2666,0.45945681214040374,0.45945681214040374,0.98,0.98,1.22,0.73,0.2001665972800324,0.2001665972800324,0.7873666666666667,0.7873666666666667,1.1721,0.4333,0.3023923426426153,0.3023923426426153,0.96,0.96,1.2,0.66,0.22449944320643644,0.22449944320643644,9.0,9.0,14.0,6.0,3.559026084010437,3.559026084010437,5.666666666666667,5.666666666666667,7.0,4.0,1.247219128924647,1.247219128924647,15.666666666666666,15.666666666666666,17.0,14.0,1.247219128924647,1.247219128924647,2.3333333333333335,2.3333333333333335,4.0,1.0,1.247219128924647,1.247219128924647,19.746666666666666,19.746666666666666,39.43,5.24,14.430001925001797,14.430001925001797
HfClI,P3m1,ABC-156-ac,0.8137845062752218,ABC,47.333333333333336,47.333333333333336,72,17,22.80838052607467,22.80838052607467,2.3733333333333335,2.3733333333333335,3.16,1.3,0.7859318602072884,0.7859318602072884,-10.472333333333333,-10.472333333333333,-6.4985,-13.8269,3.023682086830926,3.023682086830926,-2.0755666666666666,-2.0755666666666666,0.7772,-3.6864,2.0228247647507405,2.0228247647507405,-6.124099999999999,-6.124099999999999,-2.6937,-8.5947,2.502846683278862,2.502846683278862,2.890966666666666,2.890966666666666,4.9242,-0.4781,2.399242844917723,2.399242844917723,1.0391666666666668,1.0391666666666668,1.5366,0.6785,0.36342146637509215,0.36342146637509215,1.1877333333333333,1.1877333333333333,1.7316,0.7567,0.4059195514165611,0.4059195514165611,0.8853,0.8853,1.3489,0.4119,0.3825914095568099,0.3825914095568099,1.2733333333333334,1.2733333333333334,1.5,0.99,0.21202725191719002,0.21202725191719002,0.9089,0.9089,1.0749,0.7567,0.1302705901831517,0.1302705901831517,1.3866666666666667,1.3866666666666667,1.75,1.02,0.29803057263009486,0.29803057263009486,14.0,14.0,18.0,7.0,4.96655480858378,4.96655480858378,6.0,6.0,7.0,4.0,1.4142135623730951,1.4142135623730951,12.666666666666666,12.666666666666666,17.0,4.0,6.128258770283412,6.128258770283412,3.3333333333333335,3.3333333333333335,8.0,1.0,3.2998316455372216,3.2998316455372216,52.72333333333333,52.72333333333333,109.0,14.57,40.62509596569862,40.62509596569862
